Genome	map00010	map00020	map00030	map00040	map00051	map00052	map00053	map00061	map00130	map00220	map00230	map00240	map00250	map00260	map00261	map00270	map00280	map00290	map00300	map00310	map00311	map00330	map00332	map00340	map00350	map00360	map00362	map00380	map00400	map00401	map00430	map00440	map00450	map00460	map00470	map00480	map00500	map00510	map00513	map00520	map00521	map00523	map00525	map00540	map00541	map00550	map00552	map00561	map00562	map00564	map00566	map00600	map00620	map00621	map00622	map00625	map00626	map00630	map00640	map00643	map00650	map00660	map00670	map00680	map00710	map00720	map00730	map00740	map00750	map00760	map00770	map00780	map00790	map00791	map00860	map00900	map00909	map00910	map00920	map00940	map00970	map00984	map00997	map00998	map00999	map01040	map01053	map01055	map01100	map01110	map01120	map01200	map01210	map01212	map01220	map01230	map01232	map01240	map01250	map01310	map01320	rn00010	rn00020	rn00030	rn00040	rn00051	rn00052	rn00053	rn00061	rn00130	rn00220	rn00230	rn00240	rn00250	rn00260	rn00261	rn00270	rn00280	rn00290	rn00300	rn00310	rn00311	rn00330	rn00332	rn00340	rn00350	rn00360	rn00362	rn00380	rn00400	rn00401	rn00430	rn00440	rn00450	rn00460	rn00470	rn00480	rn00500	rn00510	rn00513	rn00520	rn00521	rn00523	rn00525	rn00540	rn00541	rn00550	rn00552	rn00561	rn00562	rn00564	rn00566	rn00600	rn00620	rn00621	rn00622	rn00625	rn00626	rn00630	rn00640	rn00643	rn00650	rn00660	rn00670	rn00680	rn00710	rn00720	rn00730	rn00740	rn00750	rn00760	rn00770	rn00780	rn00790	rn00791	rn00860	rn00900	rn00909	rn00910	rn00920	rn00940	rn00970	rn00984	rn00997	rn00998	rn00999	rn01040	rn01053	rn01055	rn01100	rn01110	rn01120	rn01200	rn01210	rn01212	rn01220	rn01230	rn01232	rn01240	rn01250	rn01310	rn01320
GCF_000011305.1	2	2	5	3	1	2	0	0	5	6	13	7	8	9	1	7	1	1	7	0	0	2	2	5	0	1	2	0	17	1	0	0	0	1	6	4	3	0	0	9	3	2	2	0	5	5	1	5	2	1	2	0	7	0	0	0	0	10	3	0	1	0	8	2	3	6	4	7	0	4	3	3	3	2	11	8	0	4	2	0	4	0	0	1	0	0	0	1	160	89	38	20	4	0	2	45	8	44	10	0	1	2	2	5	3	1	2	0	0	5	6	13	7	8	9	1	7	1	1	7	0	0	2	2	5	0	1	2	0	17	1	0	0	0	1	6	4	3	0	0	9	3	2	2	0	5	5	1	5	2	1	2	0	7	0	0	0	0	10	3	0	1	0	8	2	3	6	4	7	0	4	3	3	3	2	11	8	0	4	2	0	4	0	0	1	0	0	0	1	160	89	38	20	4	0	2	45	8	44	10	0	1
GCF_000011325.1	2	2	5	4	1	2	0	0	1	3	15	7	7	7	1	7	1	1	7	0	0	2	2	5	0	0	2	0	15	1	0	0	0	0	6	4	3	0	0	11	4	2	2	0	5	6	1	4	3	1	2	0	6	0	0	0	0	7	5	0	0	0	8	2	3	6	4	8	0	4	3	3	3	0	9	8	0	2	2	0	4	0	0	1	0	0	0	1	151	80	37	20	4	0	2	42	10	42	11	0	1	2	2	5	4	1	2	0	0	1	3	15	7	7	7	1	7	1	1	7	0	0	2	2	5	0	0	2	0	15	1	0	0	0	0	6	4	3	0	0	11	4	2	2	0	5	6	1	4	3	1	2	0	6	0	0	0	0	7	5	0	0	0	8	2	3	6	4	8	0	4	3	3	3	0	9	8	0	2	2	0	4	0	0	1	0	0	0	1	151	80	37	20	4	0	2	42	10	42	11	0	1
GCF_000011345.1	4	1	4	1	2	0	0	0	2	2	12	4	6	4	0	6	0	1	3	0	0	4	2	4	0	0	0	0	11	0	0	0	0	0	6	2	1	0	0	6	4	4	2	1	5	4	0	0	1	1	0	0	5	0	0	0	0	3	0	0	0	0	7	3	5	5	2	6	1	2	3	4	4	0	15	8	0	1	2	0	5	0	0	1	0	0	1	1	127	74	24	12	3	0	0	30	6	36	10	0	1	4	1	4	1	2	0	0	0	2	2	12	4	6	4	0	6	0	1	3	0	0	4	2	4	0	0	0	0	11	0	0	0	0	0	6	2	1	0	0	6	4	4	2	1	5	4	0	0	1	1	0	0	5	0	0	0	0	3	0	0	0	0	7	3	5	5	2	6	1	2	3	4	4	0	15	8	0	1	2	0	5	0	0	1	0	0	1	1	127	74	24	12	3	0	0	30	6	36	10	0	1
GCF_000011385.1	2	0	6	1	3	0	0	0	0	5	12	6	7	4	0	6	0	1	3	0	0	4	2	4	0	0	0	0	12	0	0	0	0	0	6	4	3	0	0	9	9	9	5	1	12	4	0	1	1	1	0	0	4	0	0	0	0	3	0	0	0	0	7	4	5	4	3	6	1	1	3	3	5	2	15	7	0	2	3	0	4	0	0	2	0	0	0	2	140	80	27	14	3	0	0	32	7	35	17	0	1	2	0	6	1	3	0	0	0	0	5	12	6	7	4	0	6	0	1	3	0	0	4	2	4	0	0	0	0	12	0	0	0	0	0	6	4	3	0	0	9	9	9	5	1	12	4	0	1	1	1	0	0	4	0	0	0	0	3	0	0	0	0	7	4	5	4	3	6	1	1	3	3	5	2	15	7	0	2	3	0	4	0	0	2	0	0	0	2	140	80	27	14	3	0	0	32	7	35	17	0	1
GCF_000011965.2	5	4	8	3	1	0	1	0	0	6	15	9	10	19	1	5	2	1	6	1	0	9	2	8	4	3	1	1	11	1	1	0	1	0	6	7	0	0	0	5	0	0	0	2	2	5	1	2	1	1	0	0	8	0	0	0	0	14	2	2	4	0	8	8	8	9	5	6	1	3	4	1	4	0	16	10	0	6	4	0	4	0	0	1	0	0	0	0	203	82	61	31	4	0	3	42	9	45	6	1	2	5	4	8	3	1	0	1	0	0	6	15	9	10	19	1	5	2	1	6	1	0	9	2	8	4	3	1	1	11	1	1	0	1	0	6	7	0	0	0	5	0	0	0	2	2	5	1	2	1	1	0	0	8	0	0	0	0	14	2	2	4	0	8	8	8	9	5	6	1	3	4	1	4	0	16	10	0	6	4	0	4	0	0	1	0	0	0	0	203	82	61	31	4	0	3	42	9	45	6	1	2
GCF_000012305.1	3	2	3	1	1	0	0	0	0	3	14	8	6	7	1	6	0	1	7	0	0	2	2	3	0	0	0	0	9	1	0	0	0	0	6	4	0	0	0	6	3	3	2	2	5	5	1	1	1	2	0	0	10	0	0	0	0	5	4	0	1	0	4	5	7	4	2	6	2	4	3	4	6	0	11	6	0	1	1	0	4	0	0	1	0	0	0	1	139	70	37	22	5	0	0	35	8	40	9	0	0	3	2	3	1	1	0	0	0	0	3	14	8	6	7	1	6	0	1	7	0	0	2	2	3	0	0	0	0	9	1	0	0	0	0	6	4	0	0	0	6	3	3	2	2	5	5	1	1	1	2	0	0	10	0	0	0	0	5	4	0	1	0	4	5	7	4	2	6	2	4	3	4	6	0	11	6	0	1	1	0	4	0	0	1	0	0	0	1	139	70	37	22	5	0	0	35	8	40	9	0	0
GCF_000012325.1	5	2	7	3	2	2	0	0	1	4	16	5	6	14	2	11	0	1	7	0	0	6	2	8	0	2	0	0	14	1	0	0	1	0	6	6	2	0	0	9	0	0	0	2	5	5	1	2	1	3	2	0	8	0	0	1	0	13	3	0	3	0	11	7	7	4	3	6	3	2	3	3	9	0	13	7	0	7	4	0	5	0	0	1	0	0	0	0	192	83	56	29	6	0	0	44	6	45	10	5	1	5	2	7	3	2	2	0	0	1	4	16	5	6	14	2	11	0	1	7	0	0	6	2	8	0	2	0	0	14	1	0	0	1	0	6	6	2	0	0	9	0	0	0	2	5	5	1	2	1	3	2	0	8	0	0	1	0	13	3	0	3	0	11	7	7	4	3	6	3	2	3	3	9	0	13	7	0	7	4	0	5	0	0	1	0	0	0	0	192	83	56	29	6	0	0	44	6	45	10	5	1
GCF_000012365.1	4	3	9	7	3	5	2	0	0	5	19	7	10	12	1	9	0	2	7	0	0	7	2	8	3	4	3	0	14	1	0	5	1	0	7	6	4	0	0	12	5	4	2	2	15	6	1	5	3	1	3	0	12	1	1	1	0	17	5	2	2	0	9	10	6	7	8	11	1	4	5	4	6	0	16	8	0	12	4	0	4	0	0	5	0	0	0	1	253	103	85	39	6	0	4	47	9	61	21	9	1	4	3	9	7	3	5	2	0	0	5	19	7	10	12	1	9	0	2	7	0	0	7	2	8	3	4	3	0	14	1	0	5	1	0	7	6	4	0	0	12	5	4	2	2	15	6	1	5	3	1	3	0	12	1	1	1	0	17	5	2	2	0	9	10	6	7	8	11	1	4	5	4	6	0	16	8	0	12	4	0	4	0	0	5	0	0	0	1	253	103	85	39	6	0	4	47	9	61	21	9	1
GCF_000012405.1	3	0	4	4	1	2	1	0	2	3	14	7	7	8	1	6	3	1	5	0	0	3	2	5	0	0	0	0	12	0	0	0	0	0	6	0	1	0	0	6	1	0	0	0	2	6	1	4	2	1	1	0	4	0	0	0	0	8	2	0	2	0	7	1	3	5	5	5	0	3	3	0	4	0	14	7	0	2	1	0	4	0	0	0	0	0	2	0	134	67	30	14	4	0	0	34	8	38	6	0	1	3	0	4	4	1	2	1	0	2	3	14	7	7	8	1	6	3	1	5	0	0	3	2	5	0	0	0	0	12	0	0	0	0	0	6	0	1	0	0	6	1	0	0	0	2	6	1	4	2	1	1	0	4	0	0	0	0	8	2	0	2	0	7	1	3	5	5	5	0	3	3	0	4	0	14	7	0	2	1	0	4	0	0	0	0	0	2	0	134	67	30	14	4	0	0	34	8	38	6	0	1
GCF_000012485.1	4	0	4	1	3	0	0	0	4	2	12	5	7	8	2	10	1	2	5	1	0	3	2	4	0	1	0	0	12	0	0	0	0	0	6	0	0	0	0	5	4	4	2	2	8	6	1	1	1	1	0	0	6	0	0	0	0	3	2	0	0	0	7	1	7	4	5	5	1	2	3	3	6	0	19	7	0	2	3	0	4	0	0	2	0	0	1	1	145	83	34	15	6	0	0	38	6	44	11	0	1	4	0	4	1	3	0	0	0	4	2	12	5	7	8	2	10	1	2	5	1	0	3	2	4	0	1	0	0	12	0	0	0	0	0	6	0	0	0	0	5	4	4	2	2	8	6	1	1	1	1	0	0	6	0	0	0	0	3	2	0	0	0	7	1	7	4	5	5	1	2	3	3	6	0	19	7	0	2	3	0	4	0	0	2	0	0	1	1	145	83	34	15	6	0	0	38	6	44	11	0	1
GCF_000012565.1	2	2	3	1	0	0	0	0	0	2	9	6	5	3	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	1	0	2	0	5	3	3	5	0	2	2	3	2	0	6	5	0	1	0	0	3	0	0	0	0	0	0	0	62	34	18	8	3	0	0	12	4	30	0	0	0	2	2	3	1	0	0	0	0	0	2	9	6	5	3	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	1	0	2	0	5	3	3	5	0	2	2	3	2	0	6	5	0	1	0	0	3	0	0	0	0	0	0	0	62	34	18	8	3	0	0	12	4	30	0	0	0
GCF_000012665.1	5	2	5	2	4	3	0	0	0	3	8	6	9	6	1	5	0	1	6	1	0	4	2	3	0	5	0	0	10	1	0	0	1	0	9	0	2	0	0	9	5	5	2	2	12	7	1	5	2	2	1	0	4	0	0	0	0	7	1	0	1	0	5	4	5	4	6	6	1	1	3	3	2	0	10	6	0	4	1	0	5	0	0	1	0	0	0	1	143	70	38	18	4	0	0	36	5	35	18	0	0	5	2	5	2	4	3	0	0	0	3	8	6	9	6	1	5	0	1	6	1	0	4	2	3	0	5	0	0	10	1	0	0	1	0	9	0	2	0	0	9	5	5	2	2	12	7	1	5	2	2	1	0	4	0	0	0	0	7	1	0	1	0	5	4	5	4	6	6	1	1	3	3	2	0	10	6	0	4	1	0	5	0	0	1	0	0	0	1	143	70	38	18	4	0	0	36	5	35	18	0	0
GCF_000012805.1	5	2	4	2	2	1	0	0	0	3	12	6	6	6	1	8	1	1	7	0	0	4	2	5	0	1	0	0	9	0	0	3	0	0	6	2	2	0	0	8	4	4	2	2	9	6	1	2	1	2	1	0	7	0	0	0	0	3	3	0	2	0	6	8	7	6	4	6	1	3	3	4	7	0	11	7	0	1	3	0	4	0	0	3	0	0	0	1	154	75	46	25	5	0	0	36	6	42	14	0	1	5	2	4	2	2	1	0	0	0	3	12	6	6	6	1	8	1	1	7	0	0	4	2	5	0	1	0	0	9	0	0	3	0	0	6	2	2	0	0	8	4	4	2	2	9	6	1	2	1	2	1	0	7	0	0	0	0	3	3	0	2	0	6	8	7	6	4	6	1	3	3	4	7	0	11	7	0	1	3	0	4	0	0	3	0	0	0	1	154	75	46	25	5	0	0	36	6	42	14	0	1
GCF_000012825.1	8	3	5	10	4	1	1	0	2	3	10	7	8	10	2	11	2	2	7	0	0	3	2	7	0	3	0	0	9	0	0	2	0	0	7	0	1	0	0	9	10	9	4	2	14	5	1	1	2	1	0	1	9	0	0	0	0	7	3	0	1	0	11	1	8	6	5	6	2	1	3	4	4	0	8	6	0	3	3	0	5	0	0	3	0	0	1	2	169	77	40	20	5	0	0	41	8	31	19	0	0	8	3	5	10	4	1	1	0	2	3	10	7	8	10	2	11	2	2	7	0	0	3	2	7	0	3	0	0	9	0	0	2	0	0	7	0	1	0	0	9	10	9	4	2	14	5	1	1	2	1	0	1	9	0	0	0	0	7	3	0	1	0	11	1	8	6	5	6	2	1	3	4	4	0	8	6	0	3	3	0	5	0	0	3	0	0	1	2	169	77	40	20	5	0	0	41	8	31	19	0	0
GCF_000012865.1	4	1	4	2	1	1	0	0	0	3	10	6	8	8	2	9	0	1	7	0	0	5	2	4	0	3	1	0	14	0	0	0	1	0	6	2	1	0	0	8	4	4	2	0	6	6	1	3	1	1	1	0	8	1	1	0	0	10	1	0	1	4	6	3	7	4	4	5	0	1	3	1	3	0	12	7	0	3	1	0	4	0	0	1	0	0	0	1	139	77	40	20	6	0	1	39	4	34	11	0	0	4	1	4	2	1	1	0	0	0	3	10	6	8	8	2	9	0	1	7	0	0	5	2	4	0	3	1	0	14	0	0	0	1	0	6	2	1	0	0	8	4	4	2	0	6	6	1	3	1	1	1	0	8	1	1	0	0	10	1	0	1	4	6	3	7	4	4	5	0	1	3	1	3	0	12	7	0	3	1	0	4	0	0	1	0	0	0	1	139	77	40	20	6	0	1	39	4	34	11	0	0
GCF_000012885.1	6	2	5	1	1	1	0	0	0	2	10	6	8	7	1	5	0	1	5	1	0	3	2	4	0	4	0	0	16	0	0	1	1	0	6	2	1	0	0	7	4	4	2	2	8	5	1	1	1	2	0	0	7	0	0	0	0	3	0	0	1	0	5	3	5	6	5	6	1	3	3	4	3	0	16	7	0	4	2	0	5	0	0	2	0	0	0	1	152	76	36	16	5	0	0	40	5	43	13	2	1	6	2	5	1	1	1	0	0	0	2	10	6	8	7	1	5	0	1	5	1	0	3	2	4	0	4	0	0	16	0	0	1	1	0	6	2	1	0	0	7	4	4	2	2	8	5	1	1	1	2	0	0	7	0	0	0	0	3	0	0	1	0	5	3	5	6	5	6	1	3	3	4	3	0	16	7	0	4	2	0	5	0	0	2	0	0	0	1	152	76	36	16	5	0	0	40	5	43	13	2	1
GCF_000012925.1	7	3	4	2	3	2	0	0	0	2	9	6	7	6	1	7	1	1	6	0	0	3	2	4	0	3	0	0	13	0	0	0	1	0	6	0	2	0	0	9	4	4	2	2	8	6	2	2	1	3	1	0	9	0	0	0	0	3	3	0	2	0	6	2	7	8	5	5	1	2	4	4	3	0	13	8	0	1	2	0	5	0	0	1	0	0	0	1	145	73	37	20	6	0	0	35	4	41	15	0	1	7	3	4	2	3	2	0	0	0	2	9	6	7	6	1	7	1	1	6	0	0	3	2	4	0	3	0	0	13	0	0	0	1	0	6	0	2	0	0	9	4	4	2	2	8	6	2	2	1	3	1	0	9	0	0	0	0	3	3	0	2	0	6	2	7	8	5	5	1	2	4	4	3	0	13	8	0	1	2	0	5	0	0	1	0	0	0	1	145	73	37	20	6	0	0	35	4	41	15	0	1
GCF_000012945.1	4	3	7	8	2	6	4	0	1	6	20	7	13	12	1	13	1	3	8	0	0	12	2	9	5	7	6	1	16	1	1	7	1	0	9	10	3	0	0	14	5	4	2	2	13	7	1	5	3	1	3	0	15	4	4	1	2	20	5	3	2	0	8	11	6	7	5	11	1	4	6	4	6	0	15	9	0	8	6	0	4	0	0	6	0	0	0	1	286	114	96	40	7	0	9	55	8	62	22	4	1	4	3	7	8	2	6	4	0	1	6	20	7	13	12	1	13	1	3	8	0	0	12	2	9	5	7	6	1	16	1	1	7	1	0	9	10	3	0	0	14	5	4	2	2	13	7	1	5	3	1	3	0	15	4	4	1	2	20	5	3	2	0	8	11	6	7	5	11	1	4	6	4	6	0	15	9	0	8	6	0	4	0	0	6	0	0	0	1	286	114	96	40	7	0	9	55	8	62	22	4	1
GCF_000012965.1	3	2	3	2	1	1	0	0	0	2	13	4	6	7	1	8	0	1	5	0	0	5	3	3	0	0	0	0	13	1	0	0	2	0	5	0	1	0	0	6	0	0	0	2	5	5	1	1	0	3	1	0	3	0	0	0	0	3	0	0	0	0	6	2	4	3	3	5	0	2	3	2	3	0	12	7	0	3	2	0	4	0	0	1	0	0	0	0	122	70	29	11	4	0	0	36	5	35	9	2	1	3	2	3	2	1	1	0	0	0	2	13	4	6	7	1	8	0	1	5	0	0	5	3	3	0	0	0	0	13	1	0	0	2	0	5	0	1	0	0	6	0	0	0	2	5	5	1	1	0	3	1	0	3	0	0	0	0	3	0	0	0	0	6	2	4	3	3	5	0	2	3	2	3	0	12	7	0	3	2	0	4	0	0	1	0	0	0	0	122	70	29	11	4	0	0	36	5	35	9	2	1
GCF_000012985.1	4	2	7	3	1	1	1	0	1	5	14	8	8	13	1	13	1	2	8	0	0	7	2	9	0	1	0	0	11	1	0	2	1	0	8	3	1	0	0	8	5	4	2	2	7	6	1	3	3	2	1	1	10	0	0	0	0	8	4	0	2	0	8	5	6	6	3	10	2	3	5	4	8	0	18	7	0	8	6	0	5	0	0	3	0	0	1	1	209	96	63	28	6	0	0	46	5	55	11	5	2	4	2	7	3	1	1	1	0	1	5	14	8	8	13	1	13	1	2	8	0	0	7	2	9	0	1	0	0	11	1	0	2	1	0	8	3	1	0	0	8	5	4	2	2	7	6	1	3	3	2	1	1	10	0	0	0	0	8	4	0	2	0	8	5	6	6	3	10	2	3	5	4	8	0	18	7	0	8	6	0	5	0	0	3	0	0	1	1	209	96	63	28	6	0	0	46	5	55	11	5	2
GCF_000013025.1	4	3	5	2	2	2	0	0	0	2	13	5	6	8	1	7	1	1	5	0	0	5	2	7	0	0	0	0	10	0	0	0	1	0	7	2	1	0	0	8	4	4	2	1	8	4	0	2	2	2	1	1	8	0	0	0	0	6	1	0	2	0	7	4	7	7	4	3	1	2	3	3	3	0	17	7	0	5	3	0	4	0	0	1	0	0	0	1	153	69	41	21	4	0	0	33	7	39	13	4	1	4	3	5	2	2	2	0	0	0	2	13	5	6	8	1	7	1	1	5	0	0	5	2	7	0	0	0	0	10	0	0	0	1	0	7	2	1	0	0	8	4	4	2	1	8	4	0	2	2	2	1	1	8	0	0	0	0	6	1	0	2	0	7	4	7	7	4	3	1	2	3	3	3	0	17	7	0	5	3	0	4	0	0	1	0	0	0	1	153	69	41	21	4	0	0	33	7	39	13	4	1
GCF_000013085.1	5	5	5	3	4	1	0	1	0	5	13	7	10	10	1	9	2	2	7	0	0	3	2	8	0	1	0	0	12	1	0	0	0	0	5	6	2	0	0	9	4	4	2	2	10	6	2	7	2	2	1	0	11	0	0	0	0	10	4	0	3	0	7	5	9	9	5	7	1	3	4	0	3	0	21	9	0	4	4	0	4	0	1	2	0	1	0	1	185	92	50	29	6	1	0	48	8	49	16	0	1	5	5	5	3	4	1	0	1	0	5	13	7	10	10	1	9	2	2	7	0	0	3	2	8	0	1	0	0	12	1	0	0	0	0	5	6	2	0	0	9	4	4	2	2	10	6	2	7	2	2	1	0	11	0	0	0	0	10	4	0	3	0	7	5	9	9	5	7	1	3	4	0	3	0	21	9	0	4	4	0	4	0	1	2	0	1	0	1	185	92	50	29	6	1	0	48	8	49	16	0	1
GCF_000013145.1	2	2	3	1	0	0	0	0	0	2	9	6	5	3	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	1	0	2	0	5	3	3	5	0	2	2	3	2	0	7	5	0	1	0	0	3	0	0	0	0	0	0	0	62	34	18	8	3	0	0	12	4	31	0	0	0	2	2	3	1	0	0	0	0	0	2	9	6	5	3	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	1	0	2	0	5	3	3	5	0	2	2	3	2	0	7	5	0	1	0	0	3	0	0	0	0	0	0	0	62	34	18	8	3	0	0	12	4	31	0	0	0
GCF_000013345.1	4	3	6	3	3	3	1	2	0	5	17	5	9	4	1	6	3	1	6	0	0	3	2	5	0	0	0	0	13	0	0	0	0	0	6	2	3	0	0	14	4	3	2	0	8	7	2	2	2	0	1	0	9	0	0	0	0	7	3	0	2	0	8	0	5	9	3	9	0	4	3	5	7	0	15	10	0	8	4	0	4	0	1	3	0	2	0	1	168	79	45	21	5	2	0	43	10	46	18	4	1	4	3	6	3	3	3	1	2	0	5	17	5	9	4	1	6	3	1	6	0	0	3	2	5	0	0	0	0	13	0	0	0	0	0	6	2	3	0	0	14	4	3	2	0	8	7	2	2	2	0	1	0	9	0	0	0	0	7	3	0	2	0	8	0	5	9	3	9	0	4	3	5	7	0	15	10	0	8	4	0	4	0	1	3	0	2	0	1	168	79	45	21	5	2	0	43	10	46	18	4	1
GCF_000013405.1	4	1	3	3	2	0	2	0	3	3	8	6	7	5	1	5	0	1	6	1	0	6	2	3	0	0	0	0	15	1	0	0	1	0	7	0	1	0	0	6	4	4	2	2	10	5	1	0	1	2	0	0	4	0	0	0	0	8	0	0	3	0	3	8	4	3	5	5	1	3	3	3	4	0	4	7	0	3	1	0	4	0	0	1	0	0	1	1	126	71	27	15	5	0	0	37	4	36	12	0	0	4	1	3	3	2	0	2	0	3	3	8	6	7	5	1	5	0	1	6	1	0	6	2	3	0	0	0	0	15	1	0	0	1	0	7	0	1	0	0	6	4	4	2	2	10	5	1	0	1	2	0	0	4	0	0	0	0	8	0	0	3	0	3	8	4	3	5	5	1	3	3	3	4	0	4	7	0	3	1	0	4	0	0	1	0	0	1	1	126	71	27	15	5	0	0	37	4	36	12	0	0
GCF_000013645.1	4	2	11	9	5	6	2	0	0	6	20	7	7	11	1	11	0	2	8	0	0	8	2	9	11	5	5	0	13	0	1	7	1	1	7	8	5	0	0	13	12	11	6	2	21	5	1	7	3	1	4	0	13	3	3	1	0	20	5	8	2	0	9	15	8	6	4	10	1	4	6	4	7	2	15	9	0	8	6	0	4	0	1	7	0	0	0	3	286	114	102	47	7	0	6	48	8	59	26	4	1	4	2	11	9	5	6	2	0	0	6	20	7	7	11	1	11	0	2	8	0	0	8	2	9	11	5	5	0	13	0	1	7	1	1	7	8	5	0	0	13	12	11	6	2	21	5	1	7	3	1	4	0	13	3	3	1	0	20	5	8	2	0	9	15	8	6	4	10	1	4	6	4	7	2	15	9	0	8	6	0	4	0	1	7	0	0	0	3	286	114	102	47	7	0	6	48	8	59	26	4	1
GCF_000013665.1	5	3	5	10	4	3	1	0	2	5	13	5	5	6	1	7	1	2	7	0	0	4	2	5	0	0	0	0	10	1	0	0	0	1	6	4	2	0	0	11	3	3	3	2	8	5	1	1	3	2	1	0	10	0	0	0	0	4	1	0	3	0	6	5	9	4	5	7	2	2	3	4	9	2	13	7	0	6	3	0	4	0	0	1	0	0	2	2	173	83	46	21	6	0	0	40	5	48	16	4	1	5	3	5	10	4	3	1	0	2	5	13	5	5	6	1	7	1	2	7	0	0	4	2	5	0	0	0	0	10	1	0	0	0	1	6	4	2	0	0	11	3	3	3	2	8	5	1	1	3	2	1	0	10	0	0	0	0	4	1	0	3	0	6	5	9	4	5	7	2	2	3	4	9	2	13	7	0	6	3	0	4	0	0	1	0	0	2	2	173	83	46	21	6	0	0	40	5	48	16	4	1
GCF_000013705.1	3	0	8	2	3	1	0	0	0	6	15	8	9	6	1	8	0	2	7	0	0	2	2	4	0	0	0	0	11	0	0	0	0	1	6	2	2	0	0	8	4	4	2	2	9	5	1	5	1	2	1	0	6	0	0	0	0	7	0	0	0	0	7	10	6	3	5	7	2	2	3	4	8	0	13	8	0	9	2	0	4	0	1	2	0	0	0	1	165	80	47	23	6	0	0	45	8	46	14	4	0	3	0	8	2	3	1	0	0	0	6	15	8	9	6	1	8	0	2	7	0	0	2	2	4	0	0	0	0	11	0	0	0	0	1	6	2	2	0	0	8	4	4	2	2	9	5	1	5	1	2	1	0	6	0	0	0	0	7	0	0	0	0	7	10	6	3	5	7	2	2	3	4	8	0	13	8	0	9	2	0	4	0	1	2	0	0	0	1	165	80	47	23	6	0	0	45	8	46	14	4	0
GCF_000013765.1	4	1	6	2	1	2	0	0	0	3	14	7	6	10	2	8	0	1	7	0	0	9	3	8	0	0	0	0	14	1	0	3	1	0	6	3	2	0	0	11	7	7	2	2	12	5	1	2	1	3	1	0	8	0	0	0	0	6	3	0	1	0	8	5	7	5	3	7	3	2	4	3	9	0	10	7	0	7	4	0	5	0	0	3	0	0	0	1	185	91	52	24	5	0	0	44	8	43	18	5	1	4	1	6	2	1	2	0	0	0	3	14	7	6	10	2	8	0	1	7	0	0	9	3	8	0	0	0	0	14	1	0	3	1	0	6	3	2	0	0	11	7	7	2	2	12	5	1	2	1	3	1	0	8	0	0	0	0	6	3	0	1	0	8	5	7	5	3	7	3	2	4	3	9	0	10	7	0	7	4	0	5	0	0	3	0	0	0	1	185	91	52	24	5	0	0	44	8	43	18	5	1
GCF_000013885.1	5	3	5	2	2	1	0	0	0	2	13	6	6	8	1	6	1	1	6	0	0	2	2	6	2	2	0	0	10	0	0	0	0	0	6	5	2	0	0	9	8	8	4	2	15	5	1	3	1	2	1	0	8	0	0	0	1	6	1	2	2	0	5	4	10	6	5	6	1	3	4	4	4	0	12	10	0	5	3	0	4	0	1	1	0	0	0	2	165	82	48	24	4	0	1	36	7	44	19	4	1	5	3	5	2	2	1	0	0	0	2	13	6	6	8	1	6	1	1	6	0	0	2	2	6	2	2	0	0	10	0	0	0	0	0	6	5	2	0	0	9	8	8	4	2	15	5	1	3	1	2	1	0	8	0	0	0	1	6	1	2	2	0	5	4	10	6	5	6	1	3	4	4	4	0	12	10	0	5	3	0	4	0	1	1	0	0	0	2	165	82	48	24	4	0	1	36	7	44	19	4	1
GCF_000013905.1	3	2	3	1	1	0	0	0	0	3	16	8	6	8	1	6	0	1	7	0	0	3	2	7	1	0	0	0	10	1	0	0	0	0	6	3	0	0	0	6	4	4	2	2	6	5	1	1	1	2	0	0	10	0	0	0	0	6	4	1	1	0	5	5	7	4	2	6	2	5	3	4	7	0	11	6	0	5	1	0	4	0	0	1	0	0	0	1	155	73	43	22	5	0	0	37	8	40	10	4	0	3	2	3	1	1	0	0	0	0	3	16	8	6	8	1	6	0	1	7	0	0	3	2	7	1	0	0	0	10	1	0	0	0	0	6	3	0	0	0	6	4	4	2	2	6	5	1	1	1	2	0	0	10	0	0	0	0	6	4	1	1	0	5	5	7	4	2	6	2	5	3	4	7	0	11	6	0	5	1	0	4	0	0	1	0	0	0	1	155	73	43	22	5	0	0	37	8	40	10	4	0
