Genome	map00010	map00030	map00040	map00230	map00240	map00250	map00470	map00520	map00541	map00550	map00620	map00670	map00710	map00720	map00770	map00900	map00970	map01100	map01110	map01120	map01200	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00230	rn00240	rn00250	rn00470	rn00520	rn00541	rn00550	rn00620	rn00670	rn00710	rn00720	rn00770	rn00900	rn00970	rn01100	rn01110	rn01120	rn01200	rn01230	rn01232	rn01240	rn01250
GCF_000019225.1	4	6	8	13	6	5	6	12	7	5	8	6	7	4	3	7	4	168	83	48	21	41	4	46	15	4	6	8	13	6	5	6	12	7	5	8	6	7	4	3	7	4	168	83	48	21	41	4	46	15
GCF_000019405.1	2	7	6	14	2	5	6	11	6	4	7	5	7	4	3	7	5	133	72	36	16	34	7	28	13	2	7	6	14	2	5	6	11	6	4	7	5	7	4	3	7	5	133	72	36	16	34	7	28	13
GCF_000019665.1	5	6	2	13	6	6	5	6	5	5	6	2	7	4	3	7	4	115	65	31	17	30	6	28	10	5	6	2	13	6	6	5	6	5	5	6	2	7	4	3	7	4	115	65	31	17	30	6	28	10
GCF_000019685.1	2	1	0	4	2	2	3	2	0	4	0	2	2	0	3	5	5	26	8	2	2	3	6	6	1	2	1	0	4	2	2	3	2	0	4	0	2	2	0	3	5	5	26	8	2	2	3	6	6	1
GCF_000019705.1	2	1	0	4	2	2	3	2	0	4	0	2	2	0	3	5	5	25	8	2	2	3	6	6	1	2	1	0	4	2	2	3	2	0	4	0	2	2	0	3	5	5	25	8	2	2	3	6	6	1
GCF_000019725.1	7	8	2	18	8	8	7	10	10	5	10	5	9	7	4	9	4	208	90	56	37	40	8	50	16	7	8	2	18	8	8	7	10	10	5	10	5	9	7	4	9	4	208	90	56	37	40	8	50	16
GCF_000019785.1	4	6	6	15	8	8	6	10	9	5	9	10	8	8	4	8	4	211	90	78	33	42	10	52	16	4	6	6	15	8	8	6	10	9	5	9	10	8	8	4	8	4	211	90	78	33	42	10	52	16
GCF_000019845.1	4	7	5	13	7	6	7	8	6	5	8	7	6	8	3	8	4	165	81	45	28	39	7	44	11	4	7	5	13	7	6	7	8	6	5	8	7	6	8	3	8	4	165	81	45	28	39	7	44	11
GCF_000019905.1	4	6	3	12	7	6	6	13	3	6	3	4	6	3	3	7	5	139	68	27	14	28	6	38	12	4	6	3	12	7	6	6	13	3	6	3	4	6	3	3	7	5	139	68	27	14	28	6	38	12
GCF_000019945.1	5	7	2	16	7	9	6	11	12	5	8	5	9	6	5	9	4	201	93	51	33	41	10	49	18	5	7	2	16	7	9	6	11	12	5	8	5	9	6	5	9	4	201	93	51	33	41	10	49	18
GCF_000019965.1	4	8	7	11	8	6	7	9	9	6	8	6	7	7	3	7	5	152	77	34	19	38	8	34	15	4	8	7	11	8	6	7	9	9	6	8	6	7	7	3	7	5	152	77	34	19	38	8	34	15
GCF_000020005.1	5	4	3	8	8	8	5	11	3	8	4	6	8	3	3	8	4	127	62	33	16	29	5	30	10	5	4	3	8	8	8	5	11	3	8	4	6	8	3	3	8	4	127	62	33	16	29	5	30	10
GCF_000020025.1	4	5	1	11	5	7	7	10	8	5	7	7	4	4	4	9	5	179	97	33	18	46	6	49	17	4	5	1	11	5	7	7	10	8	5	7	7	4	4	4	9	5	179	97	33	18	46	6	49	17
GCF_000020045.1	5	10	9	18	6	10	6	13	15	5	15	10	8	11	6	9	4	285	111	101	55	50	7	57	22	5	10	9	18	6	10	6	13	15	5	15	10	8	11	6	9	4	285	111	101	55	50	7	57	22
GCF_000020125.1	5	8	9	18	6	10	7	13	17	5	13	8	6	6	6	10	4	277	112	91	44	49	7	58	24	5	8	9	18	6	10	7	13	17	5	13	8	6	6	6	10	4	277	112	91	44	49	7	58	24
GCF_000020305.1	1	2	1	10	6	7	3	3	0	4	4	3	3	4	2	5	3	64	30	15	7	7	5	32	3	1	2	1	10	6	7	3	3	0	4	4	3	3	4	2	5	3	64	30	15	7	7	5	32	3
GCF_000020365.1	4	4	2	8	6	7	6	9	8	4	11	8	6	8	3	7	5	143	75	36	23	39	4	29	14	4	4	2	8	6	7	6	9	8	4	11	8	6	8	3	7	5	143	75	36	23	39	4	29	14
GCF_000020385.1	2	3	2	9	7	7	6	10	11	5	8	4	5	6	4	8	5	140	74	24	12	36	5	43	18	2	3	2	9	7	7	6	10	11	5	8	4	5	6	4	8	5	140	74	24	12	36	5	43	18
GCF_000020465.1	3	4	1	12	5	7	6	4	6	5	4	7	4	5	3	7	4	138	80	30	14	38	6	43	9	3	4	1	12	5	7	6	4	6	5	4	7	4	5	3	7	4	138	80	30	14	38	6	43	9
GCF_000020485.1	4	5	3	12	7	8	6	13	4	6	5	6	7	3	3	7	5	122	67	27	18	36	6	27	13	4	5	3	12	7	8	6	13	4	6	5	6	7	3	3	7	5	122	67	27	18	36	6	27	13
GCF_000020505.1	3	4	1	12	5	7	6	5	8	5	3	6	4	3	3	7	4	132	75	25	10	35	6	39	11	3	4	1	12	5	7	6	5	8	5	3	6	4	3	3	7	4	132	75	25	10	35	6	39	11
GCF_000020525.1	4	4	1	13	7	7	6	7	8	5	8	7	8	7	3	7	4	147	84	31	17	36	8	46	13	4	4	1	13	7	7	6	7	8	5	8	7	8	7	3	7	4	147	84	31	17	36	8	46	13
GCF_000020625.1	4	4	1	12	5	8	6	7	10	5	5	7	5	5	3	8	4	145	85	28	13	37	6	45	14	4	4	1	12	5	8	6	7	10	5	5	7	5	5	3	8	4	145	85	28	13	37	6	45	14
GCF_000020685.1	4	5	3	14	5	8	5	12	5	5	8	7	6	6	3	8	5	152	77	45	19	32	7	32	14	4	5	3	14	5	8	5	12	5	5	8	7	6	6	3	8	5	152	77	45	19	32	7	32	14
GCF_000020725.1	4	3	2	9	7	8	7	10	9	6	12	3	8	5	3	8	5	142	71	33	18	38	6	37	16	4	3	2	9	7	8	7	10	9	6	12	3	8	5	3	8	5	142	71	33	18	38	6	37	16
GCF_000020945.1	3	4	1	12	6	7	3	8	2	5	1	2	4	1	3	3	5	66	24	10	6	11	7	11	8	3	4	1	12	6	7	3	8	2	5	1	2	4	1	3	3	5	66	24	10	6	11	7	11	8
GCF_000020965.1	2	5	3	13	7	8	6	6	5	4	4	4	5	3	2	7	5	99	55	24	12	31	7	15	10	2	5	3	13	7	8	6	6	5	4	4	4	5	3	2	7	5	99	55	24	12	31	7	15	10
GCF_000020985.1	3	3	2	9	5	6	6	10	7	5	4	5	5	4	3	5	4	115	60	21	10	31	3	37	14	3	3	2	9	5	6	6	10	7	5	4	5	5	4	3	5	4	115	60	21	10	31	3	37	14
GCF_000021285.1	6	4	1	10	5	7	7	10	4	6	4	5	8	4	4	6	5	102	55	27	14	19	6	24	11	6	4	1	10	5	7	7	10	4	6	4	5	8	4	4	6	5	102	55	27	14	19	6	24	11
GCF_000021325.1	3	6	3	14	6	6	6	8	9	4	11	6	7	6	3	9	4	163	84	42	23	40	8	39	13	3	6	3	14	6	6	6	8	9	4	11	6	7	6	3	9	4	163	84	42	23	40	8	39	13
GCF_000021485.1	3	4	2	13	6	6	6	8	10	4	8	5	6	5	3	8	4	144	78	36	19	41	6	41	15	3	4	2	13	6	6	6	8	10	4	8	5	6	5	3	8	4	144	78	36	19	41	6	41	15
GCF_000021545.1	4	4	2	13	5	7	6	8	11	5	3	6	4	3	3	6	4	119	63	22	9	32	6	33	15	4	4	2	13	5	7	6	8	11	5	3	6	4	3	3	6	4	119	63	22	9	32	6	33	15
GCF_000021565.1	4	4	2	12	4	7	7	8	7	6	3	5	4	3	3	6	4	126	63	26	11	33	5	35	12	4	4	2	12	4	7	7	8	7	6	3	5	4	3	3	6	4	126	63	26	11	33	5	35	12
GCF_000021645.1	3	5	3	12	7	7	6	8	2	5	6	5	7	3	2	7	5	104	54	26	15	34	7	15	9	3	5	3	12	7	7	6	8	2	5	6	5	7	3	2	7	5	104	54	26	15	34	7	15	9
GCF_000021685.1	4	6	2	12	5	9	4	8	5	5	9	3	10	5	3	8	4	134	74	36	21	31	3	34	12	4	6	2	12	5	9	4	8	5	5	9	3	10	5	3	8	4	134	74	36	21	31	3	34	12
GCF_000021745.1	5	7	2	14	6	8	5	8	7	5	12	6	10	10	5	8	4	179	86	63	40	40	6	47	12	5	7	2	14	6	8	5	8	7	5	12	6	10	10	5	8	4	179	86	63	40	40	6	47	12
GCF_000021805.1	5	6	1	13	3	6	6	9	10	4	9	6	7	6	3	9	5	159	91	36	22	36	5	42	16	5	6	1	13	3	6	6	9	10	4	9	6	7	6	3	9	5	159	91	36	22	36	5	42	16
GCF_000021825.1	6	5	1	12	4	6	6	7	6	4	10	6	6	7	2	9	5	168	98	37	23	41	6	43	12	6	5	1	12	4	6	6	7	6	4	10	6	6	7	2	9	5	168	98	37	23	41	6	43	12
GCF_000021865.1	2	7	3	15	10	10	5	9	8	5	10	8	6	6	3	11	4	175	83	49	26	41	9	45	13	2	7	3	15	10	10	5	9	8	5	10	8	6	6	3	11	4	175	83	49	26	41	9	45	13
GCF_000021905.1	3	4	1	8	5	7	7	5	5	5	6	7	6	6	3	7	5	132	68	33	17	32	3	35	9	3	4	1	8	5	7	7	5	5	5	6	7	6	6	3	7	5	132	68	33	17	32	3	35	9
GCF_000021925.1	6	4	2	9	8	10	8	12	8	7	11	4	11	5	3	7	6	160	86	40	25	41	6	45	15	6	4	2	9	8	10	8	12	8	7	11	4	11	5	3	7	6	160	86	40	25	41	6	45	15
GCF_000021945.1	2	6	1	14	7	8	5	10	6	5	7	4	5	3	4	3	5	138	75	28	14	35	6	37	14	2	6	1	14	7	8	5	10	6	5	7	4	5	3	4	3	5	138	75	28	14	35	6	37	14
GCF_000022025.1	4	7	8	16	8	8	6	13	7	5	10	10	3	7	3	7	4	180	89	52	25	42	10	38	14	4	7	8	16	8	8	6	13	7	5	10	10	3	7	3	7	4	180	89	52	25	42	10	38	14
GCF_000022065.1	2	5	8	9	7	7	5	10	4	7	3	3	6	1	3	7	5	136	72	27	11	38	5	33	12	2	5	8	9	7	7	5	10	4	7	3	3	6	1	3	7	5	136	72	27	11	38	5	33	12
GCF_000022085.1	6	5	3	15	8	9	7	10	12	7	12	8	12	7	5	11	4	233	96	62	34	44	8	54	19	6	5	3	15	8	9	7	10	12	7	12	8	12	7	5	11	4	233	96	62	34	44	8	54	19
GCF_000022145.1	4	5	2	10	7	7	7	11	9	6	11	7	6	5	4	6	4	167	81	41	20	41	4	44	16	4	5	2	10	7	7	7	11	9	6	11	7	6	5	4	6	4	167	81	41	20	41	4	44	16
GCF_000022305.1	4	6	2	16	7	6	6	8	7	6	8	7	5	7	3	7	4	170	78	48	27	40	9	42	12	4	6	2	16	7	6	6	8	7	6	8	7	5	7	3	7	4	170	78	48	27	40	9	42	12
GCF_000022325.1	2	4	6	12	7	7	6	12	5	7	2	3	4	2	3	7	4	111	64	20	7	32	5	26	15	2	4	6	12	7	7	6	12	5	7	2	3	4	2	3	7	4	111	64	20	7	32	5	26	15
GCF_000022565.1	4	6	6	12	6	7	6	13	10	5	5	4	7	1	3	8	5	140	76	30	14	31	5	33	19	4	6	6	12	6	7	6	13	10	5	5	4	7	1	3	8	5	140	76	30	14	31	5	33	19
GCF_000022725.1	4	5	2	12	6	7	6	6	3	4	4	3	6	4	3	6	4	89	43	21	12	23	6	29	7	4	5	2	12	6	7	6	6	3	4	4	3	6	4	3	6	4	89	43	21	12	23	6	29	7
GCF_000022745.1	6	6	4	15	8	8	7	7	6	6	10	8	8	8	3	7	4	178	79	50	26	41	9	43	11	6	6	4	15	8	8	7	7	6	6	10	8	8	8	3	7	4	178	79	50	26	41	9	43	11
GCF_000022905.1	3	5	2	15	11	7	6	9	4	5	4	9	4	5	3	8	4	152	77	36	20	42	14	37	9	3	5	2	15	11	7	6	9	4	5	4	9	4	5	3	8	4	152	77	36	20	42	14	37	9
GCF_000022965.1	2	5	4	11	8	7	5	9	3	5	2	4	4	3	2	6	3	92	46	20	10	31	5	18	10	2	5	4	11	8	7	5	9	3	5	2	4	4	3	2	6	3	92	46	20	10	31	5	18	10
GCF_000023065.1	7	11	10	16	6	6	7	13	9	5	15	6	11	6	3	7	5	215	103	61	28	46	8	60	18	7	11	10	16	6	6	7	13	9	5	15	6	11	6	3	7	5	215	103	61	28	46	8	60	18
GCF_000023105.1	5	6	6	15	6	7	7	12	5	5	5	6	6	6	3	8	5	157	74	45	22	39	8	31	13	5	6	6	15	6	7	7	12	5	5	5	6	6	6	3	8	5	157	74	45	22	39	8	31	13
GCF_000023125.1	3	7	10	13	7	8	6	12	11	6	6	9	7	6	3	6	5	175	80	51	20	41	10	46	16	3	7	10	13	7	8	6	12	11	6	6	9	7	6	3	6	5	175	80	51	20	41	10	46	16
GCF_000023145.1	3	5	2	12	7	7	5	11	5	5	5	8	4	5	3	4	4	139	76	34	19	41	7	40	12	3	5	2	12	7	7	5	11	5	5	5	8	4	5	3	4	4	139	76	34	19	41	7	40	12
GCF_000023225.1	4	6	3	12	8	8	8	11	16	7	7	6	4	6	3	6	5	151	73	37	18	35	7	37	21	4	6	3	12	8	8	8	11	16	7	7	6	4	6	3	6	5	151	73	37	18	35	7	37	21
GCF_000023245.1	4	7	6	18	7	9	9	11	6	7	9	8	6	9	3	11	4	211	100	55	28	48	9	52	14	4	7	6	18	7	9	9	11	6	7	9	8	6	9	3	11	4	211	100	55	28	48	9	52	14
GCF_000023265.1	4	3	2	15	6	7	6	5	5	4	6	5	6	6	3	6	4	120	67	28	16	32	7	32	8	4	3	2	15	6	7	6	5	5	4	6	5	6	6	3	6	4	120	67	28	16	32	7	32	8
GCF_000023285.1	3	4	1	10	6	5	6	7	7	4	3	5	5	3	3	3	4	91	46	24	10	18	6	30	11	3	4	1	10	6	5	6	7	7	4	3	5	5	3	3	3	4	91	46	24	10	18	6	30	11
GCF_000023445.1	3	4	2	9	8	8	6	9	7	5	1	8	4	3	3	6	5	137	63	34	15	36	6	35	13	3	4	2	9	8	8	6	9	7	5	1	8	4	3	3	6	5	137	63	34	15	36	6	35	13
GCF_000023465.1	4	5	5	11	6	7	6	9	6	4	10	6	8	4	3	3	5	145	68	37	17	36	8	38	14	4	5	5	11	6	7	6	9	6	4	10	6	8	4	3	3	5	145	68	37	17	36	8	38	14
GCF_000023545.1	6	8	8	16	7	7	7	12	9	5	11	7	8	6	4	7	5	220	105	57	28	50	11	53	18	6	8	8	16	7	7	7	12	9	5	11	7	8	6	4	7	5	220	105	57	28	50	11	53	18
GCF_000023705.1	5	6	2	13	6	6	6	8	9	5	5	6	6	4	3	8	4	156	78	48	25	41	6	42	14	5	6	2	13	6	6	6	8	9	5	5	6	6	4	3	8	4	156	78	48	25	41	6	42	14
GCF_000023745.1	4	6	2	13	7	8	6	8	8	5	7	6	6	5	3	8	4	164	87	47	24	46	7	46	13	4	6	2	13	7	8	6	8	8	5	7	6	6	5	3	8	4	164	87	47	24	46	7	46	13
GCF_000023785.1	3	6	4	13	4	5	6	9	11	4	7	7	6	8	3	7	4	147	63	39	20	33	7	35	16	3	6	4	13	4	5	6	9	11	4	7	7	6	8	3	7	4	147	63	39	20	33	7	35	16
GCF_000023825.1	5	5	7	12	7	5	7	9	6	6	8	7	8	5	3	7	5	147	73	33	16	37	9	38	13	5	5	7	12	7	5	7	9	6	6	8	7	8	5	3	7	5	147	73	33	16	37	9	38	13
GCF_000023845.1	4	3	2	11	7	7	6	8	4	6	2	3	5	2	3	7	4	91	45	21	9	22	7	27	8	4	3	2	11	7	7	6	8	4	6	2	3	5	2	3	7	4	91	45	21	9	22	7	27	8
GCF_000023865.1	4	6	4	14	6	7	7	12	6	6	9	15	6	10	3	9	4	201	89	50	28	40	8	51	15	4	6	4	14	6	7	7	12	6	6	9	15	6	10	3	9	4	201	89	50	28	40	8	51	15
GCF_000023905.1	5	5	2	10	5	6	7	10	7	5	4	6	6	3	3	7	5	122	71	25	11	40	3	28	13	5	5	2	10	5	6	7	10	7	5	4	6	6	3	3	7	5	122	71	25	11	40	3	28	13
GCF_000024005.1	4	9	7	16	7	7	7	9	7	6	8	5	9	4	3	6	6	169	82	45	19	41	9	43	15	4	9	7	16	7	7	7	9	7	6	8	5	9	4	3	6	6	169	82	45	19	41	9	43	15
GCF_000024025.1	3	8	7	19	7	11	9	14	7	7	9	10	5	7	3	11	4	197	86	50	19	41	11	54	15	3	8	7	19	7	11	9	14	7	7	9	10	5	7	3	11	4	197	86	50	19	41	11	54	15
GCF_000024085.1	4	3	1	14	5	6	5	5	2	5	6	6	5	4	3	7	5	139	66	34	18	32	5	43	6	4	3	1	14	5	6	5	5	2	5	6	6	5	4	3	7	5	139	66	34	18	32	5	43	6
GCF_000024105.1	4	5	2	7	7	5	4	9	1	5	5	2	7	2	4	6	5	70	27	14	12	9	5	16	8	4	5	2	7	7	5	4	9	1	5	5	2	7	2	4	6	5	70	27	14	12	9	5	16	8
GCF_000024125.1	4	4	5	11	5	6	6	6	7	3	9	7	7	6	3	3	5	127	64	33	15	31	7	36	11	4	4	5	11	5	6	6	6	7	3	9	7	7	6	3	3	5	127	64	33	15	31	7	36	11
GCF_000024165.1	3	3	2	14	6	7	6	8	8	5	10	7	8	8	3	8	4	162	75	45	23	40	7	43	13	3	3	2	14	6	7	6	8	8	5	10	7	8	8	3	8	4	162	75	45	23	40	7	43	13
GCF_000024205.1	4	4	2	11	11	12	6	12	12	8	5	9	5	4	3	7	5	155	87	34	12	47	10	38	20	4	4	2	11	11	12	6	12	12	8	5	9	5	4	3	7	5	155	87	34	12	47	10	38	20
GCF_000024225.1	4	4	2	11	7	8	5	11	6	7	3	3	6	3	3	7	5	79	39	16	8	18	7	16	13	4	4	2	11	7	8	5	11	6	7	3	3	6	3	3	7	5	79	39	16	8	18	7	16	13
GCF_000024285.1	2	6	5	13	6	8	6	9	2	7	4	2	5	2	3	8	5	145	76	38	15	34	6	43	9	2	6	5	13	6	8	6	9	2	7	4	2	5	2	3	8	5	145	76	38	15	34	6	43	9
GCF_000024325.1	6	4	3	8	8	7	6	7	7	5	5	7	5	4	3	6	5	128	63	34	15	34	5	33	11	6	4	3	8	8	7	6	7	7	5	5	7	5	4	3	6	5	128	63	34	15	34	5	33	11
GCF_000024345.1	4	4	5	16	6	8	9	13	7	8	10	9	6	8	5	9	5	204	88	48	21	42	8	61	17	4	4	5	16	6	8	9	13	7	8	10	9	6	8	5	9	5	204	88	48	21	42	8	61	17
GCF_000024365.1	3	7	3	19	6	9	7	10	5	6	11	10	8	8	3	7	4	196	86	55	26	43	9	46	12	3	7	3	19	6	9	7	10	5	6	11	10	8	8	3	7	4	196	86	55	26	43	9	46	12
GCF_000024385.1	4	6	3	15	7	7	7	10	5	6	8	7	7	8	3	8	5	180	78	46	22	37	8	52	12	4	6	3	15	7	7	7	10	5	6	8	7	7	8	3	8	5	180	78	46	22	37	8	52	12
GCF_000024425.1	3	5	3	16	5	8	4	11	5	5	6	7	6	5	3	8	5	140	81	41	16	35	6	28	13	3	5	3	16	5	8	4	11	5	5	6	7	6	5	3	8	5	140	81	41	16	35	6	28	13
GCF_000024465.1	2	6	4	14	8	10	5	9	6	4	7	6	6	5	4	7	4	158	70	43	20	35	8	37	12	2	6	4	14	8	10	5	9	6	4	7	6	6	5	4	7	4	158	70	43	20	35	8	37	12
GCF_000024525.1	4	5	11	12	6	7	6	11	9	6	6	7	5	5	3	5	5	166	80	42	18	41	7	47	16	4	5	11	12	6	7	6	11	9	6	6	7	5	5	3	5	5	166	80	42	18	41	7	47	16
GCF_000024545.1	4	7	4	16	6	7	8	11	3	7	10	9	7	6	4	11	4	175	80	52	21	34	7	43	11	4	7	4	16	6	7	8	11	3	7	10	9	7	6	4	11	4	175	80	52	21	34	7	43	11
GCF_000024565.1	2	4	5	12	2	4	5	8	2	5	1	0	4	1	4	5	5	51	24	10	5	9	7	9	7	2	4	5	12	2	4	5	8	2	5	1	0	4	1	4	5	5	51	24	10	5	9	7	9	7
GCF_000024605.1	3	5	3	10	6	7	6	9	6	5	6	5	7	3	3	6	4	125	71	34	16	39	4	33	12	3	5	3	10	6	7	6	9	6	5	6	5	7	3	3	6	4	125	71	34	16	39	4	33	12
GCF_000024725.1	5	4	2	12	6	6	6	9	9	6	8	5	8	7	3	7	4	164	77	48	27	36	6	44	15	5	4	2	12	6	6	6	9	9	6	8	5	8	7	3	7	4	164	77	48	27	36	6	44	15
GCF_000024765.1	4	3	2	14	7	9	8	8	8	5	9	6	6	6	3	7	4	157	84	43	18	39	8	40	13	4	3	2	14	7	9	8	8	8	5	9	6	6	6	3	7	4	157	84	43	18	39	8	40	13
GCF_000024785.1	2	5	2	14	8	9	6	9	5	5	9	6	3	6	3	8	4	174	90	48	18	42	8	49	11	2	5	2	14	8	9	6	9	5	5	9	6	3	6	3	8	4	174	90	48	18	42	8	49	11
GCF_000024805.1	5	8	4	16	7	8	7	9	4	6	11	4	7	4	3	6	5	159	82	37	22	38	8	43	11	5	8	4	16	7	8	7	9	4	6	11	4	7	4	3	6	5	159	82	37	22	38	8	43	11
GCF_000024825.1	5	7	2	14	6	7	7	13	8	5	14	7	8	6	4	8	6	224	101	64	31	44	6	62	17	5	7	2	14	6	7	7	13	8	5	14	7	8	6	4	8	6	224	101	64	31	44	6	62	17
GCF_000024845.1	5	6	4	14	7	7	5	12	4	6	7	6	7	6	3	5	4	157	80	38	20	32	8	46	12	5	6	4	14	7	7	5	12	4	6	7	6	7	6	3	5	4	157	80	38	20	32	8	46	12
GCF_000024865.1	4	7	4	18	8	13	8	18	10	7	9	13	7	10	3	10	5	246	104	65	28	54	7	62	24	4	7	4	18	8	13	8	18	10	7	9	13	7	10	3	10	5	246	104	65	28	54	7	62	24
GCF_000024885.1	4	3	2	13	6	6	4	8	12	5	4	8	4	3	3	7	4	127	74	26	14	36	7	33	16	4	3	2	13	6	6	4	8	12	5	4	8	4	3	3	7	4	127	74	26	14	36	7	33	16
GCF_000024925.1	3	5	6	14	6	8	7	11	5	6	5	7	4	6	3	7	4	155	80	44	18	42	8	33	12	3	5	6	14	6	8	7	11	5	6	5	7	4	6	3	7	4	155	80	44	18	42	8	33	12
GCF_000024965.1	4	5	5	14	6	7	7	10	5	6	6	7	5	6	3	7	4	155	74	49	23	35	8	35	11	4	5	5	14	6	7	7	10	5	6	6	7	5	6	3	7	4	155	74	49	23	35	8	35	11
GCF_000024985.1	5	6	1	13	5	8	5	7	6	5	10	3	10	5	3	9	4	146	78	41	22	32	5	34	11	5	6	1	13	5	8	5	7	6	5	10	3	10	5	3	9	4	146	78	41	22	32	5	34	11
GCF_000025005.1	3	6	3	11	7	7	4	11	2	5	6	4	6	4	3	9	4	126	68	32	15	30	6	38	12	3	6	3	11	7	7	4	11	2	5	6	4	6	4	3	9	4	126	68	32	15	30	6	38	12
GCF_000025125.1	3	3	1	0	4	3	6	6	1	4	2	0	4	0	2	7	5	75	44	16	5	17	2	26	6	3	3	1	0	4	3	6	6	1	4	2	0	4	0	2	7	5	75	44	16	5	17	2	26	6
GCF_000025225.2	4	3	2	3	7	2	3	5	0	6	7	2	7	3	4	6	5	61	22	15	10	7	6	14	4	4	3	2	3	7	2	3	5	0	6	7	2	7	3	4	6	5	61	22	15	10	7	6	14	4
GCF_000025265.1	2	4	4	11	6	12	8	9	7	6	7	8	6	6	3	6	5	157	68	42	20	35	6	37	14	2	4	4	11	6	12	8	9	7	6	7	8	6	6	3	6	5	157	68	42	20	35	6	37	14
GCF_000025305.1	4	3	2	11	6	6	6	9	8	5	7	8	6	4	3	8	4	124	71	22	14	34	6	28	14	4	3	2	11	6	6	6	9	8	5	7	8	6	4	3	8	4	124	71	22	14	34	6	28	14
GCF_000025345.1	5	5	5	15	5	7	6	13	6	7	11	14	8	11	3	8	4	200	89	51	29	39	7	46	15	5	5	5	15	5	7	6	13	6	7	11	14	8	11	3	8	4	200	89	51	29	39	7	46	15
GCF_000025485.1	5	3	2	11	6	7	6	13	11	5	13	6	8	6	4	8	4	165	85	40	24	38	4	47	20	5	3	2	11	6	7	6	13	11	5	13	6	8	6	4	8	4	165	85	40	24	38	4	47	20
GCF_000025605.1	3	4	2	14	5	7	6	7	9	5	3	5	4	4	3	7	4	124	71	30	16	31	6	37	13	3	4	2	14	5	7	6	7	9	5	3	5	4	4	3	7	4	124	71	30	16	31	6	37	13
GCF_000025645.1	5	6	7	10	6	9	7	14	7	8	6	5	8	3	3	6	4	133	69	34	15	36	5	29	16	5	6	7	10	6	9	7	14	7	8	6	5	8	3	3	6	4	133	69	34	15	36	5	29	16
GCF_000025705.1	5	4	2	13	6	7	6	9	12	5	10	7	8	7	3	8	4	154	83	48	25	43	6	39	17	5	4	2	13	6	7	6	9	12	5	10	7	8	7	3	8	4	154	83	48	25	43	6	39	17
GCF_000025725.1	5	3	2	13	7	7	9	10	10	7	9	6	7	7	4	7	5	149	75	35	17	37	8	42	16	5	3	2	13	7	7	9	10	10	7	9	6	7	7	4	7	5	149	75	35	17	37	8	42	16
GCF_000025885.1	6	3	2	12	9	7	8	7	6	7	16	4	11	4	3	6	5	113	48	25	17	20	8	20	10	6	3	2	12	9	7	8	7	6	7	16	4	11	4	3	6	5	113	48	25	17	20	8	20	10
GCF_000025905.1	4	4	6	11	8	6	5	10	7	5	5	6	6	6	3	7	4	135	68	32	14	32	8	36	14	4	4	6	11	8	6	5	10	7	5	5	6	6	6	3	7	4	135	68	32	14	32	8	36	14
GCF_000025925.1	4	4	7	9	6	8	6	7	10	5	6	7	7	5	4	6	5	133	72	31	16	39	6	27	14	4	4	7	9	6	8	6	7	10	5	6	7	7	5	4	6	5	133	72	31	16	39	6	27	14
GCF_000025945.1	3	4	3	8	6	6	6	7	10	5	5	4	6	3	3	6	5	123	63	22	13	30	4	36	13	3	4	3	8	6	6	6	7	10	5	5	4	6	3	3	6	5	123	63	22	13	30	4	36	13
GCF_000025965.1	4	4	2	14	6	6	6	8	9	5	9	7	7	9	3	10	4	189	83	60	27	40	6	43	14	4	4	2	14	6	6	6	8	9	5	9	7	7	9	3	10	4	189	83	60	27	40	6	43	14
GCF_000025985.1	4	6	4	10	7	6	6	11	14	4	8	9	7	5	3	6	5	152	77	31	15	37	7	36	19	4	6	4	10	7	6	6	11	14	4	8	9	7	5	3	6	5	152	77	31	15	37	7	36	19
GCF_000026085.1	4	7	2	16	5	6	6	9	3	6	10	5	7	4	3	7	6	184	84	48	26	43	8	47	9	4	7	2	16	5	6	6	9	3	6	10	5	7	4	3	7	6	184	84	48	26	43	8	47	9
GCF_000026185.1	5	4	4	17	7	6	6	12	8	6	9	7	7	6	4	8	5	190	89	46	17	42	10	46	16	5	4	4	17	7	6	6	12	8	6	9	7	7	6	4	8	5	190	89	46	17	42	10	46	16
GCF_000026745.1	2	4	3	11	7	6	4	12	5	5	2	5	5	3	4	6	5	99	45	18	13	22	4	23	13	2	4	3	11	7	6	4	12	5	5	2	5	5	3	4	6	5	99	45	18	13	22	4	23	13
GCF_000027145.1	4	11	5	13	6	6	6	9	6	5	5	2	11	3	4	11	5	137	80	35	21	45	5	32	11	4	11	5	13	6	6	6	9	6	5	5	2	11	3	4	11	5	137	80	35	21	45	5	32	11
GCF_000055785.1	4	8	5	17	8	10	6	6	4	5	13	9	8	7	3	7	4	206	87	69	38	47	9	46	8	4	8	5	17	8	10	6	6	4	5	13	9	8	7	3	7	4	206	87	69	38	47	9	46	8
GCF_000058485.1	3	5	2	15	7	10	7	13	7	8	11	10	6	10	3	10	4	185	89	55	25	48	9	48	17	3	5	2	15	7	10	7	13	7	8	11	10	6	10	3	10	4	185	89	55	25	48	9	48	17
GCF_000060345.1	4	5	3	9	7	5	6	8	7	6	6	7	7	6	3	3	5	140	69	36	14	36	6	40	13	4	5	3	9	7	5	6	8	7	6	6	7	7	6	3	3	5	140	69	36	14	36	6	40	13
