Genome	map00010	map00030	map00040	map00051	map00220	map00230	map00240	map00250	map00260	map00270	map00300	map00400	map00470	map00520	map00541	map00550	map00562	map00564	map00620	map00630	map00670	map00710	map00720	map00730	map00740	map00760	map00770	map00860	map00900	map00910	map00970	map01100	map01110	map01120	map01200	map01210	map01230	map01232	map01240	map01250	rn00010	rn00030	rn00040	rn00051	rn00220	rn00230	rn00240	rn00250	rn00260	rn00270	rn00300	rn00400	rn00470	rn00520	rn00541	rn00550	rn00562	rn00564	rn00620	rn00630	rn00670	rn00710	rn00720	rn00730	rn00740	rn00760	rn00770	rn00860	rn00900	rn00910	rn00970	rn01100	rn01110	rn01120	rn01200	rn01210	rn01230	rn01232	rn01240	rn01250
GCF_000015125.1	3	4	1	2	2	12	5	8	8	12	5	10	6	5	7	5	1	1	4	3	7	4	5	4	6	2	3	15	8	2	4	133	78	28	14	6	36	6	38	11	3	4	1	2	2	12	5	8	8	12	5	10	6	5	7	5	1	1	4	3	7	4	5	4	6	2	3	15	8	2	4	133	78	28	14	6	36	6	38	11
GCF_000015245.1	4	6	2	1	4	15	7	7	10	9	8	14	6	12	7	5	1	3	11	9	7	7	5	3	8	2	3	10	7	3	5	187	91	47	26	6	45	8	47	15	4	6	2	1	4	15	7	7	10	9	8	14	6	12	7	5	1	3	11	9	7	7	5	3	8	2	3	10	7	3	5	187	91	47	26	6	45	8	47	15
GCF_000015285.1	5	8	4	2	4	13	7	7	12	9	9	15	9	15	11	6	1	3	12	8	6	9	4	6	7	3	3	12	7	7	5	211	102	58	27	7	48	5	52	21	5	8	4	2	4	13	7	7	12	9	9	15	9	15	11	6	1	3	12	8	6	9	4	6	7	3	3	12	7	7	5	211	102	58	27	7	48	5	52	21
GCF_000015305.1	3	5	3	1	11	16	8	14	9	5	6	15	6	9	7	5	2	2	9	15	6	3	8	5	10	4	3	15	12	15	4	186	100	55	17	4	46	10	48	12	3	5	3	1	11	16	8	14	9	5	6	15	6	9	7	5	2	2	9	15	6	3	8	5	10	4	3	15	12	15	4	186	100	55	17	4	46	10	48	12
GCF_000015445.1	4	3	2	1	3	10	6	7	2	2	6	6	6	6	3	4	1	2	3	2	3	5	4	3	4	2	3	3	6	2	5	82	41	17	9	3	22	4	27	7	4	3	2	1	3	10	6	7	2	2	6	6	6	6	3	4	1	2	3	2	3	5	4	3	4	2	3	3	6	2	5	82	41	17	9	3	22	4	27	7
GCF_000015485.1	3	4	2	2	3	10	7	8	5	5	6	10	7	7	10	5	1	2	4	8	6	4	4	6	6	1	3	7	6	4	5	127	64	29	17	4	34	7	33	14	3	4	2	2	3	10	7	8	5	5	6	10	7	7	10	5	1	2	4	8	6	4	4	6	6	1	3	7	6	4	5	127	64	29	17	4	34	7	33	14
GCF_000015505.1	6	6	3	2	6	14	7	7	6	8	8	12	6	8	8	5	1	2	9	10	7	8	9	4	5	6	5	14	8	7	4	184	87	57	30	6	44	7	51	13	6	6	3	2	6	14	7	7	6	8	8	12	6	8	8	5	1	2	9	10	7	8	9	4	5	6	5	14	8	7	4	184	87	57	30	6	44	7	51	13
GCF_000015585.1	4	2	2	1	6	11	6	7	9	9	8	11	6	9	3	7	1	2	10	6	6	7	7	4	4	3	3	19	8	2	4	163	86	44	22	6	39	6	50	10	4	2	2	1	6	11	6	7	9	9	8	11	6	9	3	7	1	2	10	6	6	7	7	4	4	3	3	19	8	2	4	163	86	44	22	6	39	6	50	10
GCF_000015665.1	3	3	1	3	2	12	5	6	4	5	3	9	6	6	7	5	1	1	3	2	7	6	4	2	5	1	3	15	6	1	4	118	67	23	11	3	27	5	34	11	3	3	1	3	2	12	5	6	4	5	3	9	6	6	7	5	1	1	3	2	7	6	4	2	5	1	3	15	6	1	4	118	67	23	11	3	27	5	34	11
GCF_000015785.2	3	5	8	1	3	13	8	6	11	17	7	11	7	15	8	6	2	3	7	5	6	8	3	7	7	5	4	12	8	5	5	187	90	42	19	7	40	7	52	15	3	5	8	1	3	13	8	6	11	17	7	11	7	15	8	6	2	3	7	5	6	8	3	7	7	5	4	12	8	5	5	187	90	42	19	7	40	7	52	15
GCF_000016065.1	4	6	3	1	3	15	7	6	10	8	8	14	6	16	13	5	1	3	12	12	6	7	7	3	7	2	3	14	7	3	5	206	105	56	32	6	47	8	53	22	4	6	3	1	3	15	7	6	10	8	8	14	6	16	13	5	1	3	12	12	6	7	7	3	7	2	3	14	7	3	5	206	105	56	32	6	47	8	53	22
GCF_000016165.1	8	4	2	4	4	10	8	9	7	11	7	18	6	13	10	7	2	2	5	8	6	7	4	6	6	1	3	13	8	4	5	156	87	37	17	6	47	6	36	18	8	4	2	4	4	10	8	9	7	11	7	18	6	13	10	7	2	2	5	8	6	7	4	6	6	1	3	13	8	4	5	156	87	37	17	6	47	6	36	18
GCF_000016285.1	5	10	7	2	7	17	10	11	12	8	7	11	9	11	13	6	3	2	9	14	7	6	7	3	4	4	3	18	7	11	4	218	98	61	28	4	42	9	44	19	5	10	7	2	7	17	10	11	12	8	7	11	9	11	13	6	3	2	9	14	7	6	7	3	4	4	3	18	7	11	4	218	98	61	28	4	42	9	44	19
GCF_000016345.1	4	3	2	2	3	13	6	6	6	5	6	10	6	8	9	5	1	2	5	10	7	4	5	4	4	2	4	9	7	5	4	138	69	36	16	5	35	6	37	14	4	3	2	2	3	13	6	6	6	5	6	10	6	8	9	5	1	2	5	10	7	4	5	4	4	2	4	9	7	5	4	138	69	36	16	5	35	6	37	14
GCF_000016425.1	4	5	3	1	3	16	6	8	9	8	7	14	6	8	6	7	2	2	8	4	8	7	7	4	10	4	3	15	8	6	5	176	80	45	17	5	41	9	49	11	4	5	3	1	3	16	6	8	9	8	7	14	6	8	6	7	2	2	8	4	8	7	7	4	10	4	3	15	8	6	5	176	80	45	17	5	41	9	49	11
GCF_000016545.1	2	4	7	2	1	11	7	6	6	7	4	11	6	12	2	7	1	2	3	1	3	4	2	3	3	1	3	4	7	1	4	107	58	19	7	3	31	5	25	12	2	4	7	2	1	11	7	6	6	7	4	11	6	12	2	7	1	2	3	1	3	4	2	3	3	1	3	4	7	1	4	107	58	19	7	3	31	5	25	12
GCF_000016645.1	3	6	7	2	3	12	6	7	9	10	6	9	6	12	6	5	2	2	11	6	6	7	5	3	7	3	3	12	3	6	6	150	75	44	19	6	39	8	39	14	3	6	7	2	3	12	6	7	9	10	6	9	6	12	6	5	2	2	11	6	6	7	5	3	7	3	3	12	3	6	6	150	75	44	19	6	39	8	39	14
GCF_000016785.1	5	6	4	2	3	11	4	6	9	9	6	9	6	8	1	5	2	0	7	2	5	8	5	2	3	1	3	1	7	2	4	106	59	28	17	8	32	5	13	8	5	6	4	2	3	11	4	6	9	9	6	9	6	8	1	5	2	0	7	2	5	8	5	2	3	1	3	1	7	2	4	106	59	28	17	8	32	5	13	8
GCF_000016845.1	6	6	4	4	4	15	7	8	9	9	6	11	7	7	6	6	4	2	9	9	8	7	8	4	4	2	3	17	7	4	4	173	79	49	24	4	41	8	43	11	6	6	4	4	4	15	7	8	9	9	6	11	7	7	6	6	4	2	9	9	8	7	8	4	4	2	3	17	7	4	4	173	79	49	24	4	41	8	43	11
GCF_000016985.1	2	5	8	1	3	11	7	7	8	10	10	11	7	12	3	9	1	2	10	7	6	4	3	5	6	2	3	8	6	2	5	156	74	32	14	8	41	5	36	11	2	5	8	1	3	11	7	7	8	10	10	11	7	12	3	9	1	2	10	7	6	4	3	5	6	2	3	8	6	2	5	156	74	32	14	8	41	5	36	11
GCF_000017245.1	4	8	9	3	2	14	4	5	7	7	7	14	6	11	8	4	3	3	5	7	3	8	2	5	6	2	3	9	7	1	5	158	86	40	23	5	44	7	37	16	4	8	9	3	2	14	4	5	7	7	7	14	6	11	8	4	3	3	5	7	3	8	2	5	6	2	3	9	7	1	5	158	86	40	23	5	44	7	37	16
GCF_000017265.1	5	6	4	1	2	14	6	6	10	5	6	11	5	10	10	5	1	1	12	8	9	7	10	4	5	4	3	11	7	5	4	160	70	43	25	4	35	7	44	16	5	6	4	1	2	14	6	6	10	5	6	11	5	10	10	5	1	1	12	8	9	7	10	4	5	4	3	11	7	5	4	160	70	43	25	4	35	7	44	16
GCF_000017305.1	4	7	6	4	7	16	6	9	7	8	6	15	6	9	5	4	3	1	5	7	8	5	6	6	5	4	3	9	10	6	4	164	88	47	24	4	44	8	37	11	4	7	6	4	7	16	6	9	7	8	6	15	6	9	5	4	3	1	5	7	8	5	6	6	5	4	3	9	10	6	4	164	88	47	24	4	44	8	37	11
GCF_000017425.1	3	6	3	1	2	11	3	6	5	11	6	6	7	6	7	5	1	2	5	4	4	5	3	6	6	5	3	8	8	5	4	143	73	38	17	5	30	5	40	10	3	6	3	1	2	11	3	6	5	11	6	6	7	6	7	5	1	2	5	4	4	5	3	6	6	5	3	8	8	5	4	143	73	38	17	5	30	5	40	10
GCF_000017545.1	5	4	1	1	3	10	3	8	6	5	5	1	6	8	1	5	1	1	5	3	7	9	6	2	3	0	3	4	6	4	5	87	42	27	18	4	18	5	11	8	5	4	1	1	3	10	3	8	6	5	5	1	6	8	1	5	1	1	5	3	7	9	6	2	3	0	3	4	6	4	5	87	42	27	18	4	18	5	11	8
GCF_000017565.1	5	3	2	3	8	12	6	10	11	11	7	11	6	10	12	5	1	1	7	9	8	7	6	5	5	2	3	12	7	5	4	162	79	40	20	5	42	6	42	18	5	3	2	3	8	12	6	10	11	11	7	11	6	10	12	5	1	1	7	9	8	7	6	5	5	2	3	12	7	5	4	162	79	40	20	5	42	6	42	18
GCF_000017585.1	1	3	2	0	2	12	5	6	6	4	6	12	5	6	3	5	0	2	2	3	4	3	1	3	4	1	3	7	7	1	4	96	59	21	8	4	32	5	28	7	1	3	2	0	2	12	5	6	6	4	6	12	5	6	3	5	0	2	2	3	4	3	1	3	4	1	3	7	7	1	4	96	59	21	8	4	32	5	28	7
GCF_000017685.1	4	3	3	2	2	13	5	6	7	7	4	8	7	7	6	7	1	2	8	3	5	7	6	5	6	1	2	8	5	6	5	128	62	31	15	6	31	6	33	11	4	3	3	2	2	13	5	6	7	7	4	8	7	7	6	7	1	2	8	3	5	7	6	5	6	1	2	8	5	6	5	128	62	31	15	6	31	6	33	11
GCF_000017805.1	2	8	2	3	6	14	7	9	5	4	3	11	4	9	6	5	1	1	10	6	1	6	3	5	1	1	4	15	4	3	5	137	68	34	16	6	34	5	33	13	2	8	2	3	6	14	7	9	5	4	3	11	4	9	6	5	1	1	10	6	1	6	3	5	1	1	4	15	4	3	5	137	68	34	16	6	34	5	33	13
GCF_000017845.1	5	5	1	4	3	12	4	6	4	7	4	11	7	9	7	5	1	1	9	3	6	6	6	3	7	2	3	19	9	1	5	157	89	33	18	5	35	6	44	14	5	5	1	4	3	12	4	6	4	7	4	11	7	9	7	5	1	1	9	3	6	6	6	3	7	2	3	19	9	1	5	157	89	33	18	5	35	6	44	14
GCF_000017865.1	3	6	3	1	4	11	4	8	4	7	5	1	7	9	1	4	1	1	4	2	2	5	2	2	0	0	3	2	6	3	5	83	35	17	9	5	16	5	8	9	3	6	3	1	4	11	4	8	4	7	5	1	7	9	1	4	1	1	4	2	2	5	2	2	0	0	3	2	6	3	5	83	35	17	9	5	16	5	8	9
GCF_000018025.1	4	6	2	1	4	14	7	8	12	9	7	15	6	13	11	5	1	4	14	16	7	7	7	3	9	2	3	17	7	8	5	217	105	64	37	6	47	9	55	18	4	6	2	1	4	14	7	8	12	9	7	15	6	13	11	5	1	4	14	16	7	7	7	3	9	2	3	17	7	8	5	217	105	64	37	6	47	9	55	18
GCF_000018045.1	6	6	10	5	2	13	7	6	15	15	7	14	8	12	9	7	3	3	9	16	8	7	5	6	6	5	4	17	8	4	5	247	99	67	36	5	43	8	58	16	6	6	10	5	2	13	7	6	15	15	7	14	8	12	9	7	3	3	9	16	8	7	5	6	6	5	4	17	8	4	5	247	99	67	36	5	43	8	58	16
GCF_000018325.1	3	4	1	1	0	7	6	3	4	5	5	7	5	8	1	9	1	2	3	1	6	5	2	4	2	1	3	8	6	0	5	95	43	19	9	2	18	2	19	7	3	4	1	1	0	7	6	3	4	5	5	7	5	8	1	9	1	2	3	1	6	5	2	4	2	1	3	8	6	0	5	95	43	19	9	2	18	2	19	7
GCF_000018525.1	6	6	4	4	4	15	8	8	11	8	6	11	7	7	6	6	4	2	9	11	8	7	8	4	4	2	3	17	7	4	4	177	79	49	25	5	41	9	43	11	6	6	4	4	4	15	8	8	11	8	6	11	7	7	6	6	4	2	9	11	8	7	8	4	4	2	3	17	7	4	4	177	79	49	25	5	41	9	43	11
GCF_000018605.1	2	7	2	1	3	10	5	5	7	9	6	9	5	10	3	3	1	1	6	2	3	5	2	1	1	0	3	2	7	1	5	97	51	20	11	6	30	5	10	11	2	7	2	1	3	10	5	5	7	9	6	9	5	10	3	3	1	1	6	2	3	5	2	1	1	0	3	2	7	1	5	97	51	20	11	6	30	5	10	11
GCF_000018665.1	4	6	2	2	3	16	7	6	7	8	8	11	6	8	6	7	2	2	10	14	9	7	8	4	7	4	4	14	9	7	4	201	80	61	34	7	43	9	48	11	4	6	2	2	3	16	7	6	7	8	8	11	6	8	6	7	2	2	10	14	9	7	8	4	7	4	4	14	9	7	4	201	80	61	34	7	43	9	48	11
GCF_000018685.1	4	3	6	2	3	8	6	9	6	7	7	10	8	7	5	7	1	3	5	2	4	5	3	2	2	1	2	11	7	3	6	120	68	33	9	6	36	4	26	9	4	3	6	2	3	8	6	9	6	7	7	10	8	7	5	7	1	3	5	2	4	5	3	2	2	1	2	11	7	3	6	120	68	33	9	6	36	4	26	9
GCF_000018785.1	3	4	2	1	0	6	3	2	3	2	4	5	1	6	2	1	1	1	0	0	3	4	1	0	5	1	1	0	6	0	5	50	31	10	6	2	14	8	13	5	3	4	2	1	0	6	3	2	3	2	4	5	1	6	2	1	1	1	0	0	3	4	1	0	5	1	1	0	6	0	5	50	31	10	6	2	14	8	13	5
GCF_000018865.1	4	6	1	3	5	15	7	8	8	8	4	14	5	10	6	5	1	1	7	7	7	7	6	4	7	2	4	20	3	3	5	162	87	39	19	6	39	6	45	14	4	6	1	3	5	15	7	8	8	8	4	14	5	10	6	5	1	1	7	7	7	7	6	4	7	2	4	20	3	3	5	162	87	39	19	6	39	6	45	14
GCF_000018945.1	5	6	4	3	3	12	3	6	8	9	6	8	7	10	6	6	2	1	8	2	5	8	5	2	3	1	3	1	7	2	4	114	62	28	17	8	31	5	13	13	5	6	4	3	3	12	3	6	8	9	6	8	7	10	6	6	2	1	8	2	5	8	5	2	3	1	3	1	7	2	4	114	62	28	17	8	31	5	13	13
GCF_000019045.1	4	4	4	1	5	11	6	7	7	13	6	10	6	8	2	6	1	3	6	8	5	7	4	5	5	4	4	15	8	2	5	149	81	33	16	7	38	4	46	8	4	4	4	1	5	11	6	7	7	13	6	10	6	8	2	6	1	3	6	8	5	7	4	5	5	4	4	15	8	2	5	149	81	33	16	7	38	4	46	8
GCF_000019085.1	6	5	3	2	3	12	6	9	7	6	6	12	7	14	7	8	1	2	9	2	5	8	3	4	5	0	3	5	6	4	4	135	69	30	14	5	36	5	25	16	6	5	3	2	3	12	6	9	7	6	6	12	7	14	7	8	1	2	9	2	5	8	3	4	5	0	3	5	6	4	4	135	69	30	14	5	36	5	25	16
GCF_000019165.1	5	4	2	2	2	9	7	7	8	9	7	15	7	8	5	7	2	2	5	5	5	7	4	4	5	1	3	17	7	2	4	145	80	37	16	7	42	5	36	11	5	4	2	2	2	9	7	7	8	9	7	15	7	8	5	7	2	2	5	5	5	7	4	4	5	1	3	17	7	2	4	145	80	37	16	7	42	5	36	11
GCF_000019185.1	4	6	3	1	4	14	10	10	11	7	7	13	7	12	8	5	1	4	13	20	7	7	6	4	8	2	3	14	8	4	5	211	97	64	41	6	43	9	56	15	4	6	3	1	4	14	10	10	11	7	7	13	7	12	8	5	1	4	13	20	7	7	6	4	8	2	3	14	8	4	5	211	97	64	41	6	43	9	56	15
GCF_000019225.1	4	6	8	2	6	13	6	5	6	8	7	11	6	12	7	5	2	2	8	3	6	7	4	4	7	2	3	15	7	6	4	168	83	48	21	5	41	4	46	15	4	6	8	2	6	13	6	5	6	8	7	11	6	12	7	5	2	2	8	3	6	7	4	4	7	2	3	15	7	6	4	168	83	48	21	5	41	4	46	15
GCF_000019405.1	2	7	6	3	1	14	2	5	6	6	6	14	6	11	6	4	3	3	7	3	5	7	4	2	5	2	3	7	7	1	5	133	72	36	16	3	34	7	28	13	2	7	6	3	1	14	2	5	6	6	6	14	6	11	6	4	3	3	7	3	5	7	4	2	5	2	3	7	7	1	5	133	72	36	16	3	34	7	28	13
GCF_000019665.1	5	6	2	1	3	13	6	6	5	5	4	7	5	6	5	5	1	2	6	4	2	7	4	4	6	2	3	4	7	3	4	115	65	31	17	5	30	6	28	10	5	6	2	1	3	13	6	6	5	5	4	7	5	6	5	5	1	2	6	4	2	7	4	4	6	2	3	4	7	3	4	115	65	31	17	5	30	6	28	10
GCF_000019685.1	2	1	0	1	0	4	2	2	0	1	0	0	3	2	0	4	1	2	0	0	2	2	0	0	0	1	3	0	5	0	5	26	8	2	2	0	3	6	6	1	2	1	0	1	0	4	2	2	0	1	0	0	3	2	0	4	1	2	0	0	2	2	0	0	0	1	3	0	5	0	5	26	8	2	2	0	3	6	6	1
GCF_000019705.1	2	1	0	1	0	4	2	2	0	1	0	0	3	2	0	4	1	2	0	0	2	2	0	0	0	1	3	0	5	0	5	25	8	2	2	0	3	6	6	1	2	1	0	1	0	4	2	2	0	1	0	0	3	2	0	4	1	2	0	0	2	2	0	0	0	1	3	0	5	0	5	25	8	2	2	0	3	6	6	1
GCF_000019725.1	7	8	2	2	5	18	8	8	11	10	6	11	7	10	10	5	2	2	10	19	5	9	7	6	6	3	4	20	9	5	4	208	90	56	37	4	40	8	50	16	7	8	2	2	5	18	8	8	11	10	6	11	7	10	10	5	2	2	10	19	5	9	7	6	6	3	4	20	9	5	4	208	90	56	37	4	40	8	50	16
GCF_000019785.1	4	6	6	4	6	15	8	8	8	6	8	10	6	10	9	5	5	3	9	16	10	8	8	6	9	2	4	11	8	12	4	211	90	78	33	7	42	10	52	16	4	6	6	4	6	15	8	8	8	6	8	10	6	10	9	5	5	3	9	16	10	8	8	6	9	2	4	11	8	12	4	211	90	78	33	7	42	10	52	16
GCF_000019845.1	4	7	5	1	2	13	7	6	9	7	7	12	7	8	6	5	3	1	8	8	7	6	8	5	5	3	3	15	8	4	4	165	81	45	28	5	39	7	44	11	4	7	5	1	2	13	7	6	9	7	7	12	7	8	6	5	3	1	8	8	7	6	8	5	5	3	3	15	8	4	4	165	81	45	28	5	39	7	44	11
GCF_000019905.1	4	6	3	1	2	12	7	6	7	11	3	9	6	13	3	6	1	3	3	2	4	6	3	5	5	5	3	9	7	1	5	139	68	27	14	2	28	6	38	12	4	6	3	1	2	12	7	6	7	11	3	9	6	13	3	6	1	3	3	2	4	6	3	5	5	5	3	9	7	1	5	139	68	27	14	2	28	6	38	12
GCF_000019945.1	5	7	2	1	7	16	7	9	14	7	6	11	6	11	12	5	3	1	8	17	5	9	6	5	6	3	5	20	9	7	4	201	93	51	33	4	41	10	49	18	5	7	2	1	7	16	7	9	14	7	6	11	6	11	12	5	3	1	8	17	5	9	6	5	6	3	5	20	9	7	4	201	93	51	33	4	41	10	49	18
GCF_000019965.1	4	8	7	6	3	11	8	6	11	6	5	12	7	9	9	6	1	2	8	5	6	7	7	2	6	3	3	10	7	2	5	152	77	34	19	5	38	8	34	15	4	8	7	6	3	11	8	6	11	6	5	12	7	9	9	6	1	2	8	5	6	7	7	2	6	3	3	10	7	2	5	152	77	34	19	5	38	8	34	15
GCF_000020005.1	5	4	3	1	3	8	8	8	9	7	8	9	5	11	3	8	1	2	4	7	6	8	3	5	6	1	3	8	8	3	4	127	62	33	16	4	29	5	30	10	5	4	3	1	3	8	8	8	9	7	8	9	5	11	3	8	1	2	4	7	6	8	3	5	6	1	3	8	8	3	4	127	62	33	16	4	29	5	30	10
GCF_000020025.1	4	5	1	3	6	11	5	7	6	9	4	19	7	10	8	5	2	1	7	4	7	4	4	4	8	2	4	20	9	2	5	179	97	33	18	8	46	6	49	17	4	5	1	3	6	11	5	7	6	9	4	19	7	10	8	5	2	1	7	4	7	4	4	4	8	2	4	20	9	2	5	179	97	33	18	8	46	6	49	17
GCF_000020045.1	5	10	9	5	9	18	6	10	13	12	8	13	6	13	15	5	3	1	15	29	10	8	11	5	8	3	6	15	9	10	4	285	111	101	55	7	50	7	57	22	5	10	9	5	9	18	6	10	13	12	8	13	6	13	15	5	3	1	15	29	10	8	11	5	8	3	6	15	9	10	4	285	111	101	55	7	50	7	57	22
GCF_000020125.1	5	8	9	4	8	18	6	10	11	9	8	16	7	13	17	5	3	1	13	20	8	6	6	4	9	4	6	15	10	8	4	277	112	91	44	6	49	7	58	24	5	8	9	4	8	18	6	10	11	9	8	16	7	13	17	5	3	1	13	20	8	6	6	4	9	4	6	15	10	8	4	277	112	91	44	6	49	7	58	24
GCF_000020305.1	1	2	1	0	1	10	6	7	3	2	4	0	3	3	0	4	0	1	4	1	3	3	4	3	5	2	2	6	5	1	3	64	30	15	7	2	7	5	32	3	1	2	1	0	1	10	6	7	3	2	4	0	3	3	0	4	0	1	4	1	3	3	4	3	5	2	2	6	5	1	3	64	30	15	7	2	7	5	32	3
GCF_000020365.1	4	4	2	1	4	8	6	7	5	6	4	16	6	9	8	4	1	2	11	10	8	6	8	3	6	1	3	9	7	3	5	143	75	36	23	5	39	4	29	14	4	4	2	1	4	8	6	7	5	6	4	16	6	9	8	4	1	2	11	10	8	6	8	3	6	1	3	9	7	3	5	143	75	36	23	5	39	4	29	14
GCF_000020385.1	2	3	2	3	2	9	7	7	6	8	6	14	6	10	11	5	1	2	8	2	4	5	6	5	9	2	4	13	8	1	5	140	74	24	12	6	36	5	43	18	2	3	2	3	2	9	7	7	6	8	6	14	6	10	11	5	1	2	8	2	4	5	6	5	9	2	4	13	8	1	5	140	74	24	12	6	36	5	43	18
GCF_000020465.1	3	4	1	1	2	12	5	7	8	13	6	11	6	4	6	5	1	1	4	3	7	4	5	4	6	2	3	18	7	2	4	138	80	30	14	6	38	6	43	9	3	4	1	1	2	12	5	7	8	13	6	11	6	4	6	5	1	1	4	3	7	4	5	4	6	2	3	18	7	2	4	138	80	30	14	6	38	6	43	9
GCF_000020485.1	4	5	3	2	2	12	7	8	6	7	8	9	6	13	4	6	1	1	5	5	6	7	3	1	11	1	3	1	7	2	5	122	67	27	18	6	36	6	27	13	4	5	3	2	2	12	7	8	6	7	8	9	6	13	4	6	1	1	5	5	6	7	3	1	11	1	3	1	7	2	5	122	67	27	18	6	36	6	27	13
GCF_000020505.1	3	4	1	1	2	12	5	7	8	10	6	11	6	5	8	5	1	1	3	3	6	4	3	4	6	2	3	15	7	2	4	132	75	25	10	6	35	6	39	11	3	4	1	1	2	12	5	7	8	10	6	11	6	5	8	5	1	1	3	3	6	4	3	4	6	2	3	15	7	2	4	132	75	25	10	6	35	6	39	11
GCF_000020525.1	4	4	1	3	2	13	7	7	10	8	6	11	6	7	8	5	1	3	8	3	7	8	7	7	6	2	3	21	7	2	4	147	84	31	17	6	36	8	46	13	4	4	1	3	2	13	7	7	10	8	6	11	6	7	8	5	1	3	8	3	7	8	7	7	6	2	3	21	7	2	4	147	84	31	17	6	36	8	46	13
GCF_000020625.1	4	4	1	2	2	12	5	8	8	10	5	11	6	7	10	5	1	1	5	4	7	5	5	5	5	2	3	20	8	2	4	145	85	28	13	6	37	6	45	14	4	4	1	2	2	12	5	8	8	10	5	11	6	7	10	5	1	1	5	4	7	5	5	5	5	2	3	20	8	2	4	145	85	28	13	6	37	6	45	14
GCF_000020685.1	4	5	3	2	4	14	5	8	6	3	3	11	5	12	5	5	1	0	8	11	7	6	6	3	6	2	3	14	8	7	5	152	77	45	19	4	32	7	32	14	4	5	3	2	4	14	5	8	6	3	3	11	5	12	5	5	1	0	8	11	7	6	6	3	6	2	3	14	8	7	5	152	77	45	19	4	32	7	32	14
GCF_000020725.1	4	3	2	2	3	9	7	8	8	6	7	13	7	10	9	6	1	2	12	6	3	8	5	5	8	2	3	10	8	3	5	142	71	33	18	6	38	6	37	16	4	3	2	2	3	9	7	8	8	6	7	13	7	10	9	6	1	2	12	6	3	8	5	5	8	2	3	10	8	3	5	142	71	33	18	6	38	6	37	16
GCF_000020945.1	3	4	1	1	1	12	6	7	5	4	1	2	3	8	2	5	1	0	1	1	2	4	1	4	0	0	3	0	3	2	5	66	24	10	6	1	11	7	11	8	3	4	1	1	1	12	6	7	5	4	1	2	3	8	2	5	1	0	1	1	2	4	1	4	0	0	3	0	3	2	5	66	24	10	6	1	11	7	11	8
GCF_000020965.1	2	5	3	2	3	13	7	8	6	7	6	10	6	6	5	4	1	1	4	5	4	5	3	3	1	1	2	1	7	3	5	99	55	24	12	5	31	7	15	10	2	5	3	2	3	13	7	8	6	7	6	10	6	6	5	4	1	1	4	5	4	5	3	3	1	1	2	1	7	3	5	99	55	24	12	5	31	7	15	10
GCF_000020985.1	3	3	2	2	2	9	5	6	5	5	5	12	6	10	7	5	1	2	4	2	5	5	4	4	5	1	3	12	5	1	4	115	60	21	10	4	31	3	37	14	3	3	2	2	2	9	5	6	5	5	5	12	6	10	7	5	1	2	4	2	5	5	4	4	5	1	3	12	5	1	4	115	60	21	10	4	31	3	37	14
GCF_000021285.1	6	4	1	2	3	10	5	7	7	5	5	3	7	10	4	6	1	1	4	3	5	8	4	2	3	1	4	11	6	3	5	102	55	27	14	4	19	6	24	11	6	4	1	2	3	10	5	7	7	5	5	3	7	10	4	6	1	1	4	3	5	8	4	2	3	1	4	11	6	3	5	102	55	27	14	4	19	6	24	11
GCF_000021325.1	3	6	3	1	2	14	6	6	7	12	7	13	6	8	9	4	2	3	11	4	6	7	6	5	4	3	3	15	9	2	4	163	84	42	23	5	40	8	39	13	3	6	3	1	2	14	6	6	7	12	7	13	6	8	9	4	2	3	11	4	6	7	6	5	4	3	3	15	9	2	4	163	84	42	23	5	40	8	39	13
GCF_000021485.1	3	4	2	3	3	13	6	6	6	10	8	10	6	8	10	4	1	1	8	2	5	6	5	3	5	3	3	9	8	1	4	144	78	36	19	7	41	6	41	15	3	4	2	3	3	13	6	6	6	10	8	10	6	8	10	4	1	1	8	2	5	6	5	3	5	3	3	9	8	1	4	144	78	36	19	7	41	6	41	15
GCF_000021545.1	4	4	2	2	2	13	5	7	6	10	5	9	6	8	11	5	1	2	3	1	6	4	3	5	5	2	3	6	6	2	4	119	63	22	9	4	32	6	33	15	4	4	2	2	2	13	5	7	6	10	5	9	6	8	11	5	1	2	3	1	6	4	3	5	5	2	3	6	6	2	4	119	63	22	9	4	32	6	33	15
GCF_000021565.1	4	4	2	2	2	12	4	7	8	10	5	10	7	8	7	6	2	2	3	4	5	4	3	5	5	2	3	8	6	3	4	126	63	26	11	4	33	5	35	12	4	4	2	2	2	12	4	7	8	10	5	10	7	8	7	6	2	2	3	4	5	4	3	5	5	2	3	8	6	3	4	126	63	26	11	4	33	5	35	12
GCF_000021645.1	3	5	3	2	2	12	7	7	6	7	6	12	6	8	2	5	1	1	6	4	5	7	3	3	1	1	2	1	7	2	5	104	54	26	15	5	34	7	15	9	3	5	3	2	2	12	7	7	6	7	6	12	6	8	2	5	1	1	6	4	5	7	3	3	1	1	2	1	7	2	5	104	54	26	15	5	34	7	15	9
GCF_000021685.1	4	6	2	2	4	12	5	9	6	5	2	13	4	8	5	5	1	0	9	6	3	10	5	6	6	2	3	8	8	5	4	134	74	36	21	2	31	3	34	12	4	6	2	2	4	12	5	9	6	5	2	13	4	8	5	5	1	0	9	6	3	10	5	6	6	2	3	8	8	5	4	134	74	36	21	2	31	3	34	12
