accession	genome_size_bp	gc_percent	genes_total	genes_proteinCoding	checkm_completeness	checkm_contamination	coding_density
GCF_000023865.1	4308349	67.5	3967	3869	99.48	0.15	87.8705276661663
GCF_000024565.1	1673280	26.5	1570	1485	99.16	0.14	90.8558639319182
GCF_000024825.1	5089025	45	4607	4428	99.98	0.26	86.2558741605711
GCF_000024845.1	3386737	64.5	2986	2922	97.84	1.42	92.2883294451267
GCF_000025925.1	3619559	47.5	3063	2964	98.88	0.73	91.8489517645658
GCF_000062885.1	8212805	71	7333	7108	99.7	0	86.4299103655816
GCF_000069185.1	5090491	64	5048	4960	99.21	0.93	92.7654522913408
GCF_000083545.1	6123851	68	5828	5570	98.64	0.68	84.4573945381754
GCF_000091125.1	4424862	65	4256	4137	98.99	0.06	89.4182010648016
GCF_000091545.1	2116056	69.5	2283	2168	97.28	0.26	94.6488656254844
GCF_000092045.1	6530228	61	6363	5997	98.6	1.65	87.2125904332896
GCF_000092785.1	2131905	43.5	1949	1877	95.07	2.7	93.613786730647
GCF_000092965.1	2306092	34.5	2332	2189	98.67	0.32	88.6454660091618
GCF_000093025.1	3059871	42.5	2845	2773	98.74	0.05	90.1045174780244
GCF_000143845.1	2051896	64.5	1823	1757	98.53	0.97	87.5168137176543
GCF_000144405.1	3168282	41	2451	2349	98.52	0.7	82.0470841926318
GCF_000145235.1	7025559	73	6390	6252	99.13	0.96	90.3096678855021
GCF_000145615.1	2785752	34	2817	2656	96.68	1.2	88.2987071354521
GCF_000146165.2	5131424	46	4629	4343	99.84	0.04	85.3701038931883
GCF_000157895.3	6577228	66	5815	5506	99.26	0.88	89.1285964239038
GCF_000164675.2	2153652	41.5	2050	1935	99.15	0.25	88.1956787819016
GCF_000164695.2	2506025	53.5	2162	2088	96.8	0	84.7221396434593
GCF_000172155.1	8220857	60.5	6313	6180	99.57	0.55	86.1372725495651
GCF_000176855.2	5482170	69	4873	4780	98.81	1.13	91.196588212332
GCF_000179635.2	4482087	43.5	4143	4000	97.25	0.96	86.1714196980112
GCF_000183155.1	2155121	35	2053	1983	98.98	0.03	90.6719390697785
GCF_000183385.1	1003404	29.5	880	798	96.87	2.64	88.6671769297312
GCF_000189295.2	3858580	65	3545	3468	99.63	0.99	88.5216323103318
GCF_000195955.2	4411532	65.5	4008	3906	97.78	0.37	89.7266527818454
GCF_000195975.1	2434428	59.5	2712	2633	99.28	0	90.5592196606349
GCF_000196115.1	7145576	55.5	5291	5153	98.85	0.51	87.1603212953022
GCF_000208405.1	2568361	57	2385	2295	98.75	0.18	89.2195061364037
GCF_000215705.1	4070193	70	4011	3921	99.94	0.27	93.447067497782
GCF_000220705.2	7137891	73	6166	5945	98.58	0.98	84.9540291382987
GCF_000225345.1	3592125	48.5	3351	3213	97.5	0.86	88.6205519017295
GCF_000230655.2	1869644	46	1917	1856	99.61	0	95.6525413394208
GCF_000236925.1	2787638	32.5	2692	2530	99.03	0.08	83.966569547409
GCF_000238395.3	4721971	39	4273	4061	99.75	0.38	87.1354779603687
GCF_000253175.1	4625880	47	4238	3903	98.4	0.58	84.6474400546491
GCF_000265465.1	2399175	37	2326	2246	95.2	0.47	90.2054247814353
GCF_000276825.1	5501090	68	5182	5052	99.23	0.25	92.0288342855689
GCF_000300235.2	4768950	54.5	4425	4326	99.8	0.35	88.2706465783873
GCF_000330885.1	6686334	59.5	6391	6159	99.46	0.32	87.3665150439688
GCF_000331185.2	9643891	72	8507	8248	99.43	1.86	86.3482695936733
GCF_000331735.1	10350586	69	8152	8000	98.96	0.03	90.7270370972233
GCF_000331995.1	2974379	42	2646	2536	96.25	1.48	87.6375539230206
GCF_000340435.2	4235765	64	4054	3741	98.21	1.44	88.9223552298109
GCF_000355675.1	3920328	46.5	3611	3525	98.46	1.93	90.1419728145196
GCF_000445445.2	5433971	43.5	5405	5115	100	3.55	85.2499212822446
GCF_000463345.2	4971757	49.5	4544	4332	99.59	2.71	86.1009498251825
GCF_000504105.1	2165165	49.5	2155	2095	98.46	1.25	94.2731847226424
GCF_000511385.1	4540155	59.5	4392	4290	98.31	5.29	88.7041741966959
GCF_000568815.1	3175729	41	3340	3267	96.12	6.56	92.9803834017323
GCF_000699505.1	1430433	51.5	1414	1360	98.4	0	94.6511301123506
GCF_000731315.1	6455027	61	6298	6101	99.56	0.44	88.8364370900385
GCF_000737325.1	10327335	72	8792	8676	100	1.72	92.0512503951891
GCF_000756615.1	6053498	51	5487	5301	99.11	3.3	86.1886301110532
GCF_000757795.1	6286629	70	5845	5664	99.75	0.25	85.5598127390689
GCF_000758725.1	6812473	44	6073	5902	98.61	1.37	86.235483061731
GCF_000763575.1	2397824	35	2533	2266	91.46	3.52	87.5113436182138
GCF_000767465.1	5457578	63	5180	5018	97.45	3.53	89.6773074063257
GCF_000816085.1	2472129	35.5	2399	2294	98.94	1.88	85.8108132706667
GCF_000818015.1	4383480	64.5	4155	4014	99.34	0.94	90.186016589559
GCF_000833025.1	4064534	34	3643	3509	98.51	0.92	85.862881206062
GCF_000972785.3	6500731	63	5792	5391	98.58	0.04	85.3220507047592
GCF_000973105.1	5521712	43	4507	4437	100	1.07	89.9161890370233
GCF_000973725.1	5462537	47.5	4719	4588	92.61	11.77	86.0661264170842
GCF_000981585.1	7919576	51	6819	6630	98.56	1.87	85.1511242521064
GCF_001006005.1	6000511	53.5	5440	5264	99.54	2.05	86.4412880836315
GCF_001007935.1	4067838	44.5	3931	3734	94.87	5.3	80.6620863466048
GCF_001028625.1	2885033	64.5	2768	2708	94.81	5.31	92.2110769616847
GCF_001029105.3	5732664	63.5	5144	4861	98.33	0.32	86.1751011397145
GCF_001042675.1	1890857	58.5	1599	1521	97.83	0.17	87.4155475533052
GCF_001187845.1	3264628	54.5	3307	3242	82.62	5.94	91.5277942846781
GCF_001267435.1	2623349	56	2689	2582	96.15	0.49	88.4856342026928
GCF_001267885.1	8393598	72	7529	7269	99.48	0.44	87.1762264525892
GCF_001421015.2	5517199	47	4835	4670	87.89	1.75	82.2526974285321
GCF_001444405.1	4868993	40.5	4325	4164	99.95	1.12	88.1999008829957
GCF_001455205.1	3307820	44.5	3112	2953	98.43	1.33	86.3768282433748
GCF_001456255.1	5175153	45	4688	4502	99.93	3.79	85.8949484198825
GCF_001457635.1	2110968	39.5	2189	1931	98.4	0.94	87.460018342296
GCF_001465545.3	6167370	63	5463	5344	99.04	0.58	88.123641033374
GCF_001594225.2	6396728	60.5	5867	5691	98.72	4.6	88.784562982825
GCF_001633165.1	4347929	67	4181	3999	99.02	0.15	87.7065149867903
GCF_001642805.2	5117644	59.5	4889	4747	99.78	0.6	88.445581599658
GCF_001685435.2	2776927	46.5	2849	2734	95.78	0	86.6814287880092
GCF_001687585.2	3424893	40	3397	3261	93.68	5.81	85.7486058688549
GCF_001688845.2	3306457	50	2758	2643	98.56	0	88.373536991408
GCF_001700985.1	4004923	44	4041	3768	98.51	0.37	84.0163468810761
GCF_001742145.1	5030841	50.5	4682	4467	99.65	0.81	85.4035537994542
GCF_001742185.1	5043228	50.5	4681	4430	96.52	1.2	85.6321982666657
GCF_001761545.1	1683184	43.5	1634	1541	98.03	2	87.0999249042291
GCF_001908725.1	5349905	64	4622	4395	99.28	1.88	84.9080310771874
GCF_001922305.1	3735506	67.5	3520	3396	83.82	3.61	90.5580395266398
GCF_001936175.1	6316624	69.5	5853	5670	99.75	0.51	85.5653906263852
GCF_001940525.2	4238255	64	4170	4034	98.83	0.88	89.9250988909351
GCF_001953955.1	2674170	43.5	2236	2108	96.71	2.68	84.3892123537397
GCF_001955735.1	4055436	59	3993	3780	96.25	1.85	89.1720643600343
GCF_001974985.1	3424892	70	3354	3219	98.81	3.51	90.9612624281291
GCF_001975665.1	4125014	29.5	3536	3469	95.34	10.13	90.7869403594751
GCF_001988955.1	5797678	52.5	5046	4959	90.51	4.13	91.1554418855273
GCF_001997295.1	3222890	68	2999	2872	91.22	3.66	89.9636971786192
GCF_002009235.1	3495892	41	3481	3356	91.29	7.32	85.3513495268161
GCF_002119765.1	5971615	60.5	5795	5665	97.83	0.86	87.8761775499593
GCF_002157835.1	8080416	66.5	7880	7528	99.39	3.89	91.0024434385556
GCF_002162375.1	6379281	48	5549	5420	99.56	1.67	87.705385606936
GCF_002224265.1	5007160	46.5	4426	4212	98.22	1.08	86.4251991148675
GCF_002240355.1	6986413	67.5	6606	6501	99.75	0.25	90.4331879606888
GCF_002263495.1	6142152	69.5	5549	5345	88.48	6.73	83.9664339143675
GCF_002288285.1	4602637	63	4556	4318	90.78	11.87	90.7273591204347
GCF_002504165.1	3956796	65	3664	3567	99.41	0	88.7429627405608
GCF_002762215.1	6398100	69.5	5955	5864	99.75	0.46	92.7170566261859
GCF_002902925.1	10062489	62	9039	8815	99.94	0.34	84.4525146810098
GCF_002951835.1	2469862	41.5	2509	2378	95.59	0.22	86.5347942516627
GCF_003006155.1	4276240	65.5	4479	3698	66.43	0.92	85.88474921894
GCF_003012915.1	2479423	35	2380	2249	97.96	2.99	84.1121502865788
GCF_003019255.1	2639038	33	2656	2541	99.73	1.31	85.6197599276706
GCF_003074055.1	7641029	72	6998	6754	99.46	0.19	88.3766178612854
GCF_003173715.1	6788375	68.5	6630	6061	89.8	0.78	82.8327987183973
GCF_003339775.1	1908276	25.5	2561	2376	95.49	0.66	81.8565553410513
GCF_003352185.1	6324282	60.5	5800	5646	99.68	0.13	90.0244644372278
GCF_003367705.1	3568138	68.5	3390	3321	98.68	0.96	91.4286667163658
GCF_003368325.1	8324638	62	7404	7201	99.5	0.24	85.458646970595
GCF_003574835.2	5506152	71	4901	4764	92.9	35.23	84.5404921622215
GCF_003590145.2	4094723	64	3848	3745	98.9	0.24	88.7431945946038
GCF_003614435.1	7224251	67	6532	6363	98.89	1.14	92.0843420307517
GCF_003722315.1	2911280	34	2899	2701	97.7	1.2	88.1542826523041
GCF_003795145.1	2732026	37	2646	2486	89.81	8.74	84.9526688252601
GCF_003966975.1	3519887	50.5	3137	3070	94.83	1.72	90.5450942033082
GCF_003970735.1	4351658	65.5	4400	4292	98.73	0.05	90.1250741671335
GCF_004135935.1	3298588	62.5	3244	3170	93.68	2.36	89.059561242568
GCF_004564075.1	2919864	71.5	2832	2762	98.24	0.15	91.9554814881789
GCF_004786035.1	6704877	60.5	5925	5751	99.95	1.05	88.7866399338869
GCF_005221285.1	2231882	49	2263	2086	98.21	0.48	86.3947108314866
GCF_005519465.1	8544086	72.5	7012	6810	99.62	0.85	84.2259663584847
GCF_006094375.1	2491058	32	2368	2232	99.68	0	83.4796299403707
GCF_006094395.1	2572027	33	2512	2362	98.58	0	85.5040790784856
GCF_006094455.1	3889903	51	3738	3591	90.16	4.07	86.7495667629758
GCF_006542335.1	2577002	52	2383	2220	96.96	0	89.5461470344222
GCF_006716135.1	7766581	72.5	6642	6452	99.78	0.57	87.7076541144681
GCF_008151785.1	2521899	31.5	2360	2224	99.34	0.33	83.5642109378686
GCF_008329645.1	5681602	70.5	5474	5357	99.11	0.57	92.4034805676286
GCF_008639165.1	8223505	72.5	7441	7276	99.91	0.95	89.6953063201153
GCF_008704995.1	7772587	71	6895	6618	99.91	3.16	86.115163458447
GCF_008807375.1	6056953	64	5581	5440	100	0.44	88.7694522311796
GCF_008824185.1	4409379	67.5	4384	4188	97.69	1.27	90.5192091675494
GCF_008838325.1	2746948	70	2758	2692	96.55	1.72	92.0214361538697
GCF_008931805.1	4760425	40.5	4303	4067	98.35	1.59	85.1326299647616
GCF_008932245.1	6128433	62	5819	5558	99.56	0.22	86.8397843298605
GCF_009183365.2	4924764	53	4413	4235	99.15	0.04	87.1514452266139
GCF_009299385.1	7516652	73	6783	6573	100	0.8	87.8172090446651
GCF_009756665.1	4266648	54.5	3845	3753	77.71	1.83	89.9945109134852
GCF_009769165.1	4963026	68	4386	4099	96	3.35	87.8571661724118
GCF_009931115.1	4209307	57.5	3575	3481	100	0.56	87.2065164170729
GCF_010119975.1	8983451	40.5	7457	7287	96.64	2.04	85.1119352685288
GCF_010669145.1	5858741	59.5	5748	5243	90.49	3.04	87.9275086575768
GCF_010726085.1	6225779	66	6127	5947	99.66	1.26	93.1385132687813
GCF_010728925.1	5964999	65.5	5925	5741	99.57	0.8	93.1343827551354
GCF_010729105.1	6008916	68.5	5721	5455	99.59	1.97	90.8655903993333
GCF_011046555.1	4030188	44	3507	3430	89.29	3.44	88.0508303830988
GCF_011046895.1	4984090	58	4666	4528	98.58	0.68	88.8409519089744
GCF_011046975.1	2588344	64.5	2516	2388	97.93	2.73	91.723820326819
GCF_011047135.1	2916114	62	2765	2697	98.93	0.36	92.6423658334345
GCF_011387195.1	2046950	37.5	2058	1935	99.87	0.45	87.7664329856616
GCF_012427705.1	3945801	58	3667	3555	99.47	1.63	90.3569389333116
GCF_012427845.1	4793778	50.5	4349	4192	97.81	0.8	85.7431862718716
GCF_012767755.2	6826062	66.5	6249	6090	99.04	1.36	88.7774532373131
GCF_012848855.1	3333914	64	3118	3053	99.55	0.92	88.7977614299589
GCF_013009555.1	5625488	42	4644	4398	99.47	0	89.3510927407542
GCF_013046785.1	7815457	72.5	6976	6748	99.47	0.51	87.3093921443109
GCF_013046825.1	2999687	34.5	2917	2744	95.3	3.21	84.2086857728823
GCF_013177435.1	2824877	53.5	2429	2289	93.78	1.32	73.3158647261456
GCF_013283835.1	3568672	28.5	3445	3323	99.38	2.12	92.2813024004448
GCF_014268455.2	6054205	60.5	5508	5339	99.92	0.42	88.8653753878503
GCF_014268495.2	6422728	60	5736	5544	99.36	0.09	87.728080653579
GCF_014268695.2	6551245	61	5878	5702	99.95	0.16	87.7969454660908
GCF_014770185.1	2343780	61.5	2200	2111	98.84	0.18	85.3479848791269
GCF_016028275.1	2571374	34.5	2538	2411	99.47	0.42	85.9239068295783
GCF_016028295.1	2216575	37.5	2135	1996	95.67	1.36	84.3345702265883
GCF_016028515.1	4394686	63.5	4173	4065	99.67	0.51	89.9175504233977
GCF_016028635.1	4042123	64.5	3841	3736	100	0.14	90.368279243358
GCF_016127275.1	1958742	37.5	2022	1830	96.86	1.18	87.2454871545104
GCF_016406325.1	4386330	44.5	3907	3719	98.85	0.04	85.5462539298229
GCF_016618195.1	4342370	40	3986	3848	98.56	2.56	83.9876150581365
GCF_016724805.1	3026517	55	2480	2383	98.2	1.41	85.4938201239246
GCF_016725005.1	1903262	38	1898	1741	99.24	0.19	88.2335695243219
GCF_016726365.1	2583917	57	2276	2202	99.37	0.51	84.3808450503635
GCF_016726485.1	1929566	34	1831	1746	96.57	1.23	88.8755813483447
GCF_016801025.1	4629545	64	4519	4428	98.86	1.43	89.7073254499092
GCF_017352135.1	6423001	61	6291	6017	98.83	0.2	87.9365735736302
GCF_017639205.1	9022916	72	8261	7979	99.72	0.99	87.3440249249799
GCF_018075365.1	4761851	37.5	4434	4216	99.1	1.31	76.3127405708411
GCF_018316655.1	7395646	73.5	6687	6546	97.38	8.5	86.3517128862036
GCF_018343775.1	5984143	58	5205	5037	99.68	0.4	89.5179811043954
GCF_019046945.1	2187618	40.5	2127	2008	99.81	0	89.1056848133449
GCF_019048385.1	4692018	55	4371	4213	98.33	0.28	86.3712159672022
GCF_019048645.1	2019345	37	2011	1866	99.57	0.41	86.5021083569177
GCF_019645855.1	5319859	67	4977	4757	98.19	0.82	89.0379049519922
GCF_019645875.1	6086722	66.5	5817	5707	99.89	1.93	93.158780703308
GCF_020181655.1	4912018	51.5	4447	4235	94.5	0.85	86.121528870619
GCF_020883495.1	4848065	64.5	4730	4595	99.39	0.89	89.737307564977
GCF_021173085.1	5310536	63.5	4927	4828	99.29	0.59	88.9558794065232
GCF_021654455.1	2197342	40	2209	2072	99.52	0.77	87.8137768267298
GCF_022179545.1	6406072	66	6195	6059	99.31	3.29	92.8226220373421
GCF_022647325.1	4682225	57.5	4367	4207	99.44	0.51	86.528776383023
GCF_022788655.1	4498570	59	4381	4250	90.95	6.29	88.5592977323905
GCF_022811565.1	5967522	45	5448	5247	99.5	0.58	85.955996475589
GCF_022869645.1	2181327	52	2218	1965	98.76	0.15	83.2547343887459
GCF_022984195.1	2749599	55.5	2785	2722	98.63	0.72	88.8319714983894
GCF_024181585.1	2805741	49	2522	2439	99.84	0	88.3751208682484
GCF_024296925.1	7328926	59.5	6495	6314	99.17	0.56	87.9530097588651
GCF_024362345.1	3087453	30	2793	2739	97.2	1.95	92.8206842338976
GCF_024918935.1	4418414	30.5	3660	3573	94.34	8.64	88.1037630244699
GCF_024925465.1	5690309	66.5	5117	4853	99.9	0.56	87.5981075895878
GCF_025151045.1	4749455	45	3868	3711	97.63	1.96	89.5009427397459
GCF_025231465.1	8349858	72	7322	7124	99.53	0.98	88.6717953766399
GCF_026409565.1	3941851	48.5	3739	3663	100	2.36	90.3784034454879
GCF_027497495.1	8284047	70.5	7186	6936	100	1.33	85.6098112432245
GCF_027626975.1	9534571	71	8263	7964	99.94	1.89	85.2239707481333
GCF_027925445.1	4715351	63	4327	4213	89.63	11.71	85.0007984559368
GCF_028553805.1	4621331	61	4465	4312	97.06	4.19	89.8666206770301
GCF_028607105.1	4890578	63.5	4444	4354	96.57	5.12	91.2069902575933
GCF_029193595.2	4598023	40.5	4252	4112	98.48	3.24	85.4101208280167
GCF_029318685.1	5027861	37	4421	4289	100	2.95	89.187390025301
GCF_029909795.1	4969440	67.5	4989	4800	98.45	3.01	89.6185888148363
GCF_031191545.1	2455831	65	2104	2023	95.83	3.14	87.641250558365
GCF_031348265.1	8867154	71.5	8013	7736	99.62	0	88.3112326683398
GCF_033954835.1	5417120	60	4951	4794	99.76	0.33	87.0667993324866
GCF_034424545.1	6589281	64.5	5850	5690	99.68	0.51	87.9979469687209
GCF_034479615.1	4952479	55	4596	4475	99.47	2.38	89.1069098930051
GCF_036323475.1	2615268	37	2616	2522	99.05	9.5	89.9268449734406
GCF_036812735.1	4060596	28.5	3965	3814	100	0.66	86.198257595683
GCF_036885195.1	4116584	51	3742	3538	81.45	1.96	86.0887085020007
GCF_037948395.1	5464446	59.5	5217	5054	99.66	0.46	87.9923966674755
GCF_040529055.1	5019584	69	4260	4163	96.93	4.01	87.3611837156227
GCF_040739365.1	2497742	33	2450	2341	99.44	0.08	85.9821390680062
GCF_041295575.1	3298318	39	3213	3086	87.2	6.57	84.6548756062939
GCF_042466515.1	12213033	71	10005	9620	99.91	1.14	88.5301546307129
GCF_046844695.1	5744068	56	5094	4930	98.69	0.94	86.0319550534569
GCF_048305125.1	6677400	67.5	6371	6268	99.75	0.86	92.711234911792
GCF_900183975.1	4328441	62	4104	3311	98.14	0.25	86.1285622236736
GCF_900186865.1	5004261	66	4682	4538	98.44	1.08	88.9323118838126
GCF_900187175.1	4392177	43.5	3711	3551	97.88	0.36	88.7516600537729
GCF_900475445.1	2000351	42.5	1965	1853	99.61	0	88.4315302664382
GCF_900475505.1	2296927	43.5	2254	2140	99.45	0.15	89.4119403881795
GCF_900475555.1	2495693	73	2341	2227	98.7	0.23	90.9977709598096
GCF_900475595.1	1975601	36.5	1993	1879	99.03	0	88.8914310126387
GCF_900475675.1	1793521	37.5	1828	1639	98.97	0.06	86.6533483577834
GCF_900475975.1	1932951	37.5	1923	1779	99.45	0.14	88.0058521918041
GCF_900476255.1	2133352	45.5	1794	1698	98.74	0.43	85.3628468250903
GCF_900537995.1	4493348	42.5	4208	4025	91.07	10.59	88.640764080592
GCF_900560965.1	6868303	63.5	6303	6149	99.28	0.72	89.1180543432635
GCF_900636475.1	1953654	38.5	1931	1796	99.27	0.08	88.4202115625387
GCF_900637025.1	1931548	41.5	1871	1775	98.81	0.09	89.9437653115532
GCF_900637195.1	6035584	67.5	5754	5656	100	0.94	93.3645857633661
GCF_900637235.1	2650496	34.5	2583	2463	99.66	0.42	86.3678722774907
GCF_900637905.1	1677398	28.5	1603	1538	100	0	88.4392374379843
GCF_900638305.1	2404857	47.5	2018	1927	96.71	1.51	87.0265882753112
GCF_937425535.1	7423543	68.5	6760	6568	99.62	7.13	88.4434157652215
GCF_963853645.1	6635210	65.5	5800	5383	99.04	1.08	90.6359708283536
GCF_000006985.1	2154946	56.5	2094	1988	85.69	6.06	87.9932490187689
GCF_000007745.1	2314078	42.5	2192	2080	98.7	0.59	87.8988953699919
GCF_000010525.1	5369772	67.5	4896	4780	97.32	0.56	88.8843883874399
GCF_000010985.1	2542933	30.5	2528	2461	99.19	1	93.3091434182497
GCF_000011385.1	4659019	62	4603	4488	96.06	1.63	89.3583177059377
GCF_000012865.1	2401520	42	2537	2448	97.7	0.85	90.5294563443153
GCF_000012985.1	7215267	54	6431	6307	98.86	1.34	87.5995302737931
GCF_000014145.1	4433218	39	3754	3700	98.81	0	89.6039851863815
GCF_000015025.1	2443540	67	2216	2143	97.83	0	89.074539397759
GCF_000015125.1	3133902	48.5	2840	2713	96.97	0.44	84.9960847531288
GCF_000016165.1	3608104	42.5	3649	3495	100	0	85.1897838864955
GCF_000016985.1	4929566	37	5017	4821	88.6	25.16	84.5542386490008
GCF_000017545.1	1948941	35	1876	1805	99.2	0	91.7915421759817
GCF_000017585.1	1714951	31.5	1690	1607	98.79	0.6	86.8651640775742
GCF_000018325.1	3123558	36.5	3096	2964	98.06	0.04	85.3757477850579
GCF_000018865.1	5258541	56.5	4137	4027	99.73	1.34	81.6791577739909
GCF_000019165.1	3075407	57	2877	2698	97.78	0.88	85.768192632715
GCF_000019225.1	4576573	52	3707	3625	99.72	0.03	90.3703054665576
GCF_000019685.1	1574881	28	1574	1414	99.68	0.51	86.7391885482141
GCF_000019705.1	1242163	27.5	1228	1094	99.68	0	88.2544400372576
GCF_000019845.1	4418616	57	3969	3805	99.44	0.5	83.3086197125978
GCF_000020365.1	5657782	49	4984	4869	99.07	0.46	88.0434240838548
GCF_000020465.1	2763181	51.5	2543	2449	98.16	0.42	87.6747849670362
GCF_000020485.1	2578146	38	2493	2398	100	0	87.8355221155047
GCF_000020525.1	3293456	45	2792	2720	99.32	0	86.7380951802605
GCF_000020685.1	3855329	63	3577	3479	99.71	0	84.7163497589959
GCF_000020725.1	4615150	60.5	4131	4012	99.68	0.16	87.7024798760604
GCF_000020945.1	1424912	45	1476	1412	97.17	0.33	92.8726826639119
GCF_000020965.1	1959987	33.5	1950	1881	96.66	0.17	93.7511320228144
GCF_000021645.1	1855560	34	1882	1804	96.98	0.56	94.3617021276596
GCF_000021945.1	4684931	56.5	3896	3800	99.29	0.78	87.736937854581
GCF_000022145.1	5029329	74.5	4583	4492	97.45	0.9	90.8058112722393
GCF_000022305.1	3796573	67	3625	3509	100	0.67	90.6057647251877
GCF_000022565.1	4127356	60.5	3414	3340	98.65	1.05	88.3948949400052
GCF_000022745.1	3337369	57.5	3250	3094	99	0.52	87.7018693467818
GCF_000023105.1	4669183	73	4286	4205	100	0.84	92.7812210401691
GCF_000023225.1	3942657	58.5	3538	3454	97.71	0.66	90.0283235391768
GCF_000023245.1	8248144	73.5	7164	6989	99.9	0	87.8995080590252
GCF_000023265.1	2158157	68.5	2107	2019	93.98	1.26	90.4552819836555
GCF_000023445.1	4289847	47	3935	3812	99.17	0.77	88.9818448070526
GCF_000023785.1	3540114	45	3241	3178	98.01	0.12	89.6560110776094
GCF_000023845.1	1617804	51	1407	1344	98.32	0.28	87.7215039646335
GCF_000023905.1	2465610	29.5	2364	2274	99.7	0.22	85.2751651721075
GCF_000024025.1	10467782	70	9136	8934	98.32	0.84	88.8590820863484
GCF_000024085.1	2852073	43.5	2669	2601	98.8	1.19	89.8029258016888
GCF_000024105.1	1998633	35.5	1915	1828	98.49	3.8	89.5786269915487
GCF_000024205.1	4545624	41.5	4411	4188	99.67	0	82.8560611260412
GCF_000024225.1	1543805	45.5	1410	1358	100	0	89.6948124925104
GCF_000024325.1	2909567	57.5	2538	2463	99.91	0.33	84.485801495549
GCF_000024345.1	7579488	70.5	7154	7030	99.16	3.78	90.297471280382
GCF_000024465.1	2753527	49	2608	2559	99.32	1.01	90.9967107640492
GCF_000024605.1	2157067	59.5	2262	2162	100	0	91.0884548324183
GCF_000024765.1	2582886	54.5	2416	2334	96.44	1.28	89.4115342295402
GCF_000024785.1	5290012	67	5003	4736	99.66	0.34	90.8891700056635
GCF_000024805.1	9446314	69.5	6950	6788	98.28	1.88	88.4308736719952
GCF_000025265.1	6359369	72.5	6020	5941	75.63	19.6	94.2359218343833
GCF_000025345.1	5322497	74	5169	4976	99.08	0.68	86.904548748454
GCF_000025725.1	3222077	42.5	3085	3005	99.07	0.15	91.7152507528529
GCF_000025885.1	1980592	45.5	1961	1893	97.1	0.43	91.6013494955044
GCF_000025905.1	3750771	53.5	3086	3022	99.27	0.12	89.2355198437868
GCF_000025945.1	3659634	46.5	3259	3090	91.93	0	83.9595981456069
GCF_000026185.1	4067864	53.5	3785	3590	99.62	0.03	85.7134604303389
GCF_000058485.1	7497934	73	6109	5930	98.37	0	84.7071339918436
GCF_000060345.1	3798465	36.5	3479	3403	98.75	0.99	89.6416578802227
GCF_000092125.1	3721669	62.5	3749	3564	99.19	0.15	90.3817883858022
GCF_000092205.1	3097763	60.5	2737	2646	100	0.55	89.9861286999683
GCF_000092245.1	3192235	28.5	3200	3118	99.07	0.67	93.1687360109767
