accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_name	organism_taxId	ORGANISM ECOSYSTEM CATEGORY
GCF_019931005.1	1.96542	1946	1843	38.0	Granulicatella adiacens	46124	Mammals: Human
GCF_019931045.1	6.483357	5999	5840	64.0	Cupriavidus pauculus	82633	Mammals: Human
GCF_020097295.1	4.3924	4045	3861	60.0	Aeromonas enteropelogenes	29489	Mammals: Human
GCF_020097475.1	4.645928	4475	4277	50.0	Escherichia fergusonii	564	Mammals: Human
GCF_020099175.1	5.498848	5291	5069	58.0	Klebsiella quasipneumoniae	1463165	Mammals: Human
GCF_020099335.1	5.071999	4879	4685	53.5	Citrobacter amalonaticus	35703	Mammals: Human
GCF_020525545.1	5.521194	5337	5117	57.5	Klebsiella variicola subsp. variicola	2590157	Mammals: Human
GCF_020546685.1	3.279598	3208	3121	66.5	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539	243230	Food production
GCF_020736045.1	1.890662	1889	1756	38.0	Haemophilus influenzae	727	Mammals: Human
GCF_021278985.1	5.381137	5182	4799	54.5	Citrobacter rodentium NBRC 105723 = DSM 16636	1218085	Mammals
GCF_021495345.1	5.291095	4983	4868	64.5	Ectopseudomonas hydrolytica	2493633	Terrestrial
GCF_023278185.1	9.518205	9036	8688	63.5	Bradyrhizobium elkanii USDA 76	398525	Plants
GCF_023520795.1	2.465625	2337	2216	59.5	Corynebacterium accolens	38284	Mammals: Human
GCF_024734075.1	5.388218	4899	4776	67.0	Gordonia mangrovi	2665643	Terrestrial
GCF_025144995.1	2.857445	2367	2293	55.0	Alistipes indistinctus YIT 12060	742725	Mammals: Human
GCF_025147765.1	3.649956	3504	3351	41.5	Blautia obeum ATCC 29174	411459	Mammals: Human
GCF_025148125.1	4.685728	4454	4204	41.5	Blautia wexlerae DSM 19850	1121115	Mammals: Human
GCF_025148965.1	3.006269	2790	2657	29.0	Intestinibacter bartlettii	261299	Mammals: Human
GCF_025149285.1	6.931886	6342	6172	48.0	Hungatella hathewayi	154046	Mammals: Human
GCF_025149785.1	3.373066	3297	3143	42.5	Coprococcus comes ATCC 27758	470146	Mammals: Human
GCF_025264705.1	11.523879	10346	10094	73.0	Dactylosporangium aurantiacum	35754	Terrestrial
GCF_025998455.1	1.696601	1629	1506	38.5	Helicobacter pylori	210	Mammals: Human
GCF_026427595.1	4.226946	3749	3665	44.0	Alkalimarinus sediminis	1632866	Aquatic
GCF_026651875.1	6.035649	5937	5517	51.0	Alicyclobacillus fastidiosus	392011	Food production
GCF_028596125.1	2.887185	2898	2775	37.5	Listeria innocua	1642	Mammals
GCF_028609845.1	2.329978	2105	2020	65.0	Corynebacterium heidelbergense	2055947	Birds
GCF_028609865.1	2.567696	2462	2336	67.0	Corynebacterium jeddahense	1414719	Mammals: Human
GCF_028609885.1	2.52484	2268	2155	61.5	Corynebacterium jeikeium	38289	Mammals: Human
GCF_028751035.1	1.700841	1736	1659	35.5	Helicobacter winghamensis ATCC BAA-430	556267	Mammals: Human
GCF_028877475.1	4.698732	4740	4532	37.5	Lysinibacillus irui	2998077	Food production
GCF_029094545.1	4.239319	4392	4232	40.0	Alkalihalophilus pseudofirmus	79885	Terrestrial
GCF_030296935.1	3.444538	2738	2613	38.5	Coprobacter fastidiosus	1099853	Mammals: Human
GCF_030406665.1	3.563217	3364	3265	68.0	Halomonas halophila	29573	Terrestrial
GCF_030408375.1	2.353801	2252	2161	65.0	Corynebacterium afermentans subsp. lipophilum	144184	Mammals: Human
GCF_030408415.1	2.28444	2234	2102	64.0	Corynebacterium appendicis CIP 107643	1161099	Mammals: Human
GCF_030408675.1	2.786863	2587	2494	57.0	Corynebacterium durum	61592	Mammals: Human
GCF_030440595.1	2.866769	2615	2506	59.0	Corynebacterium glucuronolyticum DSM 44120	1121361	Mammals: Human
GCF_032878895.1	4.851713	4006	3886	43.0	Butyricimonas faecihominis	1472416	Mammals: Human
GCF_034356035.1	3.597785	3461	3345	45.0	Blautia hydrogenotrophica DSM 10507	476272	Mammals: Human
GCF_034424315.1	8.421768	6695	6588	44.0	Chitinophaga sancti	1004	Terrestrial
GCF_034424645.1	3.721798	3459	3339	61.5	Bordetella avium	521	Birds
GCF_034478925.1	4.227253	4384	4174	46.0	Bacillus licheniformis	1402	Terrestrial
GCF_036323495.1	3.536915	3228	3173	53.0	Limnobacter thiooxidans	131080	Aquatic
GCF_040267515.1	7.267296	6661	6489	66.0	Delftia lacustris	558537	Aquatic
GCF_042926695.1	2.550855	2494	2371	39.0	Lonepinella koalarum	53417	Mammals
GCF_900324475.1	4.717613	4498	4306	56.0	Enterobacter bugandensis	881260	Plants
GCF_900474615.1	2.811859	2796	2698	32.5	Mammaliicoccus sciuri	1296	Mammals: Human
GCF_900476005.1	4.58614	4254	4057	61.5	Aeromonas caviae	648	Mammals
GCF_900478035.1	2.335089	2205	2125	59.0	Corynebacterium renale	1724	Mammals
GCF_900478045.1	2.69597	2505	2406	60.0	Corynebacterium minutissimum	38301	Mammals: Human
GCF_900635955.1	4.778444	4613	4317	55.0	Cedecea lapagei	158823	Mammals: Human
GCF_900636915.1	2.337153	2241	2108	42.5	Aggregatibacter aphrophilus ATCC 33389	985008	Mammals: Human
GCF_900636985.1	5.857964	5475	5281	55.0	Klebsiella oxytoca	571	Mammals: Human
GCF_900637635.1	3.133723	2880	2794	41.5	Legionella jordanis	456	Aquatic
GCF_900637895.1	3.13722	2883	2815	36.0	Kaistella antarctica	266748	Terrestrial
GCF_900638015.1	2.751104	2747	2633	41.5	Listeria grayi	1641	Plants
GCF_900660615.1	1.278574	1039	993	24.5	Malacoplasma iowae	2116	Unclassified
GCF_000006945.2	4.951383	4717	4554	52.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	Mammals: Human
GCF_000007805.1	6.53826	5933	5610	58.5	Pseudomonas syringae pv. tomato str. DC3000	223283	Plants
GCF_000008185.1	2.843201	2630	2545	38.0	Treponema denticola ATCC 35405	243275	Mammals: Human
GCF_000009265.1	7.751309	7503	7201	61.0	Rhizobium johnstonii 3841	216596	Plants
GCF_000009765.2	9.119895	8044	7677	70.5	Streptomyces avermitilis MA-4680 = NBRC 14893	227882	Terrestrial
GCF_000009985.1	4.967148	4763	4636	65.0	Paramagnetospirillum magneticum AMB-1	342108	Aquatic
GCF_000010125.1	2.577899	2545	2390	33.0	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	342451	Mammals: Human
GCF_000010505.1	2.354886	2097	1943	48.5	Porphyromonas gingivalis ATCC 33277	431947	Mammals: Human
GCF_000010665.1	5.31562	4716	4611	62.5	Solidesulfovibrio magneticus RS-1	573370	Aquatic
GCF_000011345.1	2.593857	2547	2449	54.0	Thermosynechococcus vestitus BP-1	197221	Aquatic
GCF_000011965.2	4.601048	4480	4368	64.0	Ruegeria pomeroyi DSS-3	246200	Aquatic
GCF_000012805.1	3.522111	3363	3255	50.5	Nitrosococcus oceani ATCC 19707	323261	Aquatic
GCF_000012825.1	5.163189	4205	3982	42.0	Phocaeicola vulgatus ATCC 8482	435590	Mammals: Human
GCF_000013085.1	4.406557	3979	3870	65.5	Rhodospirillum rubrum ATCC 11170	269796	Aquatic
GCF_000013645.1	9.731138	8858	8535	62.5	Paraburkholderia xenovorans LB400	266265	Terrestrial
GCF_000013905.1	3.101097	2615	2524	42.0	Psychrobacter cryohalolentis K5	335284	Aquatic
GCF_000014185.1	3.225748	3325	3222	70.5	Rubrobacter xylanophilus DSM 9941	266117	Wastewater
GCF_000014885.1	5.396476	4631	4442	43.5	Shewanella piezotolerans WP3	225849	Aquatic
GCF_000016065.1	4.602594	4037	3898	53.5	Shewanella loihica PV-4	323850	Aquatic
GCF_000016345.1	2.15949	2176	2118	45.0	Polynucleobacter asymbioticus QLW-P1DMWA-1	312153	Aquatic
GCF_000018945.1	1.884562	1963	1881	47.0	Thermotoga neapolitana DSM 4359	309803	Aquatic
GCF_000019085.1	2.362816	2407	2250	34.5	Thermoanaerobacter pseudethanolicus ATCC 33223	340099	Aquatic
GCF_000019665.1	2.287145	2131	2056	45.5	Methylacidiphilum infernorum V4	481448	Terrestrial
GCF_000019725.1	6.89911	6608	6449	71.0	Methylobacterium radiotolerans JCM 2831	426355	Plants
GCF_000019945.1	5.848997	5556	5396	69.5	Methylorubrum populi BJ001	441620	Plants
GCF_000020025.1	9.059191	7729	7334	41.5	Nostoc punctiforme PCC 73102	63737	Plants
GCF_000020045.1	8.676562	7917	7534	62.5	Paraburkholderia phymatum STM815	391038	Plants
GCF_000020125.1	8.214658	7436	7238	62.5	Paraburkholderia phytofirmans PsJN	398527	Plants
GCF_000020385.1	3.994874	3748	3664	54.5	Trichlorobacter lovleyi SZ	398767	Aquatic
GCF_000020985.1	2.003803	2060	1998	34.0	Thermodesulfovibrio yellowstonii DSM 11347	289376	Aquatic
GCF_000022025.1	4.98087	4734	4581	66.0	Pseudarthrobacter chlorophenolicus A6	452863	Terrestrial
GCF_000022065.1	4.068724	3559	3417	37.5	Ruminiclostridium cellulolyticum H10	394503	Solid waste
GCF_000023865.1	4.308349	3967	3869	67.5	Saccharomonospora viridis DSM 43017	471857	Aquatic
GCF_000024565.1	1.67328	1570	1485	26.5	Streptobacillus moniliformis DSM 12112	519441	Mammals: Human
GCF_000024825.1	5.089025	4607	4428	45.0	Vibrio antiquarius	150340	Aquatic
GCF_000024845.1	3.386737	2986	2922	64.5	Rhodothermus marinus DSM 4252	518766	Aquatic
GCF_000025925.1	3.619559	3063	2964	47.5	Xylanibacter ruminicola 23	264731	Mammals: Human
GCF_000062885.1	8.212805	7333	7108	71.0	Saccharopolyspora erythraea NRRL 2338	405948	Terrestrial
GCF_000069185.1	5.090491	5048	4960	64.0	Mycobacteroides abscessus ATCC 19977	561007	Mammals: Human
GCF_000083545.1	6.123851	5828	5570	68.0	Methylorubrum extorquens DM4	661410	Terrestrial
GCF_000091125.1	4.424862	4256	4137	65.0	Sphingobium indicum UT26S	452662	Terrestrial
GCF_000091545.1	2.116056	2283	2168	69.5	Thermus thermophilus HB8	300852	Aquatic
GCF_000092045.1	6.530228	6363	5997	61.0	Rhizobium etli CFN 42	347834	Plants
GCF_000092785.1	2.131905	1949	1877	43.5	Waddlia chondrophila WSU 86-1044	716544	Mammals
GCF_000092965.1	2.306092	2332	2189	34.5	Thermoanaerobacter mathranii subsp. mathranii str. A3	583358	Aquatic
GCF_000093025.1	3.059871	2845	2773	42.5	Methylotenera versatilis 301	666681	Aquatic
GCF_000143845.1	2.051896	1823	1757	64.5	Olsenella uli DSM 7084	633147	Mammals: Human
GCF_000144405.1	3.168282	2451	2349	41.0	Prevotella melaninogenica ATCC 25845	553174	Mammals: Human
GCF_000145235.1	7.025559	6390	6252	73.0	Micromonospora aurantiaca ATCC 27029	644283	Terrestrial
GCF_000145615.1	2.785752	2817	2656	34.0	Thermoanaerobacterium thermosaccharolyticum DSM 571	580327	Aquatic
GCF_000146165.2	5.131424	4629	4343	46.0	Shewanella oneidensis MR-1	211586	Aquatic
GCF_000157895.3	6.577228	5815	5506	66.0	Mycobacterium kansasii ATCC 12478	557599	Mammals: Human
GCF_000164675.2	2.153652	2050	1935	41.5	Streptococcus parasanguinis ATCC 15912	760570	Mammals: Human
GCF_000164695.2	2.506025	2162	2088	53.5	Rothia dentocariosa ATCC 17931	762948	Mammals: Human
GCF_000172155.1	8.220857	6313	6180	60.5	Verrucomicrobium spinosum DSM 4136 = JCM 18804	240016	Aquatic
GCF_000176855.2	5.48217	4873	4780	69.0	Paracidovorax avenae ATCC 19860	643561	Plants
GCF_000179635.2	4.482087	4143	4000	43.5	Ruminococcus albus 7 = DSM 20455	697329	Mammals
GCF_000183155.1	2.155121	2053	1983	35.0	Riemerella anatipestifer ATCC 11845 = DSM 15868	693978	Birds
GCF_000183385.1	1.003404	880	798	29.5	Mycoplasmopsis bovis PG45	289397	Mammals
GCF_000189295.2	3.85858	3545	3468	65.0	Pseudodesulfovibrio mercurii	641491	Aquatic
GCF_000195955.2	4.411532	4008	3906	65.5	Mycobacterium tuberculosis H37Rv	83332	Mammals: Human
GCF_000195975.1	2.434428	2712	2633	59.5	Parasynechococcus marenigrum WH 8102	84588	Aquatic
GCF_000196115.1	7.145576	5291	5153	55.5	Rhodopirellula baltica SH 1	243090	Aquatic
GCF_000208405.1	2.568361	2385	2295	57.0	Selenomonas sputigena ATCC 35185	546271	Mammals: Human
GCF_000215705.1	4.070193	4011	3921	70.0	Ramlibacter tataouinensis TTB310	365046	Terrestrial
GCF_000220705.2	7.137891	6166	5945	73.0	Streptomyces xinghaiensis S187	1038929	Aquatic
GCF_000225345.1	3.592125	3351	3213	48.5	Roseburia hominis A2-183	585394	Mammals: Human
GCF_000230655.2	1.869644	1917	1856	46.0	Thermotoga maritima MSB8	243274	Aquatic
GCF_000236925.1	2.787638	2692	2530	32.5	Staphylococcus argenteus	985002	Mammals: Human
GCF_000238395.3	4.721971	4273	4061	39.0	Pseudoalteromonas arctica A 37-1-2	1117313	Unclassified
GCF_000253175.1	4.62588	4238	3903	47.0	Yersinia enterocolitica subsp. palearctica Y11	930944	Mammals: Human
GCF_000265465.1	2.399175	2326	2246	37.0	Ornithobacterium rhinotracheale DSM 15997	867902	Birds
GCF_000276825.1	5.50109	5182	5052	68.0	Mycobacterium paraintracellulare	1138383	Mammals: Human
GCF_000300235.2	4.76895	4425	4326	54.5	Thalassospira xiamenensis M-5 = DSM 17429	1123366	Aquatic
GCF_000330885.1	6.686334	6391	6159	59.5	Rhizobium tropici CIAT 899	698761	Plants
GCF_000331185.2	9.643891	8507	8248	72.0	Streptomyces rimosus subsp. rimosus ATCC 10970	1265868	Terrestrial
GCF_000331735.1	10.350586	8152	8000	69.0	Myxococcus stipitatus DSM 14675	1278073	Terrestrial
GCF_000331995.1	2.974379	2646	2536	42.0	Thermoclostridium stercorarium subsp. stercorarium DSM 8532	1121335	Solid waste
GCF_000340435.2	4.235765	4054	3741	64.0	Mycobacterium haemophilum DSM 44634	1202450	Mammals: Human
GCF_000355675.1	3.920328	3611	3525	46.5	Thalassolituus oleivorans MIL-1	1298593	Aquatic
GCF_000445445.2	5.433971	5405	5115	43.5	Sporomusa ovata DSM 2662	1123288	Plants
GCF_000463345.2	4.971757	4544	4332	49.5	Prodigiosinella confusarubida	104623	Aquatic
GCF_000504105.1	2.165165	2155	2095	49.5	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	1123384	Terrestrial
GCF_000511385.1	4.540155	4392	4290	59.5	Phaeobacter gallaeciensis DSM 26640	1423144	Aquatic
GCF_000568815.1	3.175729	3340	3267	41.0	Sulfurospirillum multivorans DSM 12446	1150621	Wastewater
GCF_000699505.1	1.430433	1414	1360	51.5	Rhodoluna lacicola	529884	Aquatic
GCF_000731315.1	6.455027	6298	6101	61.0	Neorhizobium galegae bv. orientalis str. HAMBI 540	1028800	Plants
GCF_000737325.1	10.327335	8792	8676	72.0	Sandaracinus amylolyticus	927083	Terrestrial
GCF_000756615.1	6.053498	5487	5301	51.0	Paenibacillus durus	44251	Aquatic
GCF_000757795.1	6.286629	5845	5664	70.0	Methylobacterium oryzae CBMB20	693986	Plants
GCF_000758725.1	6.812473	6073	5902	44.0	Paenibacillus odorifer	189426	Plants
GCF_000763575.1	2.397824	2533	2266	35.0	Thermoanaerobacter kivui	2325	Aquatic
GCF_000767465.1	5.457578	5180	5018	63.0	Novosphingobium pentaromativorans US6-1	1088721	Aquatic
GCF_000816085.1	2.472129	2399	2294	35.5	Staphylococcus hyicus	1284	Mammals
GCF_000818015.1	4.38348	4155	4014	64.5	Stutzerimonas balearica DSM 6083	1123016	Wastewater
GCF_000833025.1	4.064534	3643	3509	34.0	Myroides profundi	480520	Aquatic
GCF_000972785.3	6.500731	5792	5391	63.0	Pandoraea oxalativorans	573737	Terrestrial
GCF_000973105.1	5.521712	4507	4437	43.0	Zobellia galactanivorans	63186	Algae
GCF_000973725.1	5.462537	4719	4588	47.5	Pontibacter korlensis	400092	Terrestrial
GCF_000981585.1	7.919576	6819	6630	51.0	Paenibacillus riograndensis SBR5	1073571	Plants
GCF_001006005.1	6.000511	5440	5264	53.5	Serratia fonticola	47917	Aquatic
GCF_001007935.1	4.067838	3931	3734	44.5	Nitrosomonas communis	44574	Terrestrial
GCF_001028625.1	2.885033	2768	2708	64.5	Pelagerythrobacter marensis	543877	Aquatic
GCF_001029105.3	5.732664	5144	4861	63.5	Pandoraea faecigallinarum	656179	Birds
GCF_001042675.1	1.890857	1599	1521	58.5	Parascardovia denticolens DSM 10105 = JCM 12538	864564	Mammals: Human
GCF_001187845.1	3.264628	3307	3242	54.5	Octadecabacter temperatus	1458307	Aquatic
GCF_001267435.1	2.623349	2689	2582	56.0	Neomoorella thermoacetica	1525	Aquatic
GCF_001267885.1	8.393598	7529	7269	72.0	Streptomyces ambofaciens ATCC 23877	278992	Terrestrial
GCF_001421015.2	5.517199	4835	4670	47.0	Paenibacillus bovis	1616788	Food production
GCF_001444405.1	4.868993	4325	4164	40.5	Pseudoalteromonas phenolica	161398	Aquatic
GCF_001455205.1	3.30782	3112	2953	44.5	Nitrosomonas ureae	44577	Terrestrial
GCF_001456255.1	5.175153	4688	4502	45.0	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	1219067	Terrestrial
GCF_001457635.1	2.110968	2189	1931	39.5	Streptococcus pneumoniae	1313	Mammals: Human
GCF_001465545.3	6.16737	5463	5344	63.0	Pandoraea norimbergensis	93219	Aquatic
GCF_001594225.2	6.396728	5867	5691	60.5	Pseudomonas glycinae	1785145	Terrestrial
GCF_001633165.1	4.347929	4181	3999	67.0	Rhodovulum sulfidophilum DSM 1374	1188256	Aquatic
GCF_001642805.2	5.117644	4889	4747	59.5	Serratia surfactantfaciens	2741499	Plants
GCF_001685435.2	2.776927	2849	2734	46.5	Salimicrobium jeotgali	1230341	Food production
GCF_001687585.2	3.424893	3397	3261	40.0	Planococcus halocryophilus	1215089	Terrestrial
GCF_001688845.2	3.306457	2758	2643	50.0	Muribaculum intestinale	1796646	Mammals
GCF_001700985.1	4.004923	4041	3768	44.0	Parageobacillus thermoglucosidasius	1426	Solid waste
GCF_001742145.1	5.030841	4682	4467	50.5	Pectobacterium parmentieri	1905730	Plants
GCF_001742185.1	5.043228	4681	4430	50.5	Pectobacterium wasabiae CFBP 3304	1175631	Plants
GCF_001761545.1	1.683184	1634	1541	43.5	Weissella soli	155866	Terrestrial
GCF_001908725.1	5.349905	4622	4395	64.0	Xanthomonas vesicatoria ATCC 35937	925775	Unclassified
GCF_001922305.1	3.735506	3520	3396	67.5	Thauera chlorobenzoica	96773	Aquatic
GCF_001936175.1	6.316624	5853	5670	69.5	Methylobacterium phyllosphaerae	418223	Plants
GCF_001940525.2	4.238255	4170	4034	64.0	Thioclava nitratireducens	1915078	Aquatic
GCF_001953955.1	2.67417	2236	2108	43.5	Prevotella intermedia ATCC 25611 = DSM 20706	1122984	Unclassified
GCF_001955735.1	4.055436	3993	3780	59.0	Rhodoferax antarcticus	81479	Unclassified
GCF_001974985.1	3.424892	3354	3219	70.0	Microbacterium aurum	36805	Food production
GCF_001975665.1	4.125014	3536	3469	29.5	Polaribacter reichenbachii	996801	Algae
GCF_001988955.1	5.797678	5046	4959	52.5	Spirosoma montaniterrae	1178516	Terrestrial
GCF_001997295.1	3.22289	2999	2872	68.0	Tessaracoccus flavus	1610493	Aquatic
GCF_002009235.1	3.495892	3481	3356	41.0	Planococcus faecalis	1598147	Birds
GCF_002119765.1	5.971615	5795	5665	60.5	Pseudorhodoplanes sinuspersici	1235591	Terrestrial
GCF_002157835.1	8.080416	7880	7528	66.5	Mycobacterium dioxanotrophicus	482462	Aquatic
GCF_002162375.1	6.379281	5549	5420	48.0	Oleiphilus messinensis	141451	Aquatic
GCF_002224265.1	5.00716	4426	4212	46.5	Vibrio vulnificus NBRC 15645 = ATCC 27562	1219061	Mammals: Human
GCF_002240355.1	6.986413	6606	6501	67.5	Prauserella marina	530584	Aquatic
GCF_002263495.1	6.142152	5549	5345	69.5	Nocardiopsis gilva YIM 90087	1235441	Terrestrial
GCF_002288285.1	4.602637	4556	4318	63.0	Sphingobium xenophagum	121428	Wastewater
GCF_002504165.1	3.956796	3664	3567	65.0	Pacificitalea manganoxidans	1411902	Aquatic
GCF_002762215.1	6.3981	5955	5864	69.5	Piscinibacter gummiphilus	946333	Terrestrial
GCF_002902925.1	10.062489	9039	8815	62.0	Paraburkholderia terrae	311230	Terrestrial
GCF_002951835.1	2.469862	2509	2378	41.5	Simonsiella muelleri ATCC 29453	641147	Mammals: Human
GCF_003006155.1	4.27624	4479	3698	65.5	Salinicola tamaricis	1771309	Plants
GCF_003012915.1	2.479423	2380	2249	35.0	Staphylococcus felis	46127	Mammals
GCF_003019255.1	2.639038	2656	2541	33.0	Staphylococcus kloosii	29384	Mammals
GCF_003074055.1	7.641029	6998	6754	72.0	Streptomyces nigra	1827580	Aquatic
GCF_003173715.1	6.788375	6630	6061	68.5	Methylobacterium durans	2202825	Terrestrial
GCF_003339775.1	1.908276	2561	2376	25.5	Spiroplasma phoeniceum P40	1276259	Plants
GCF_003352185.1	6.324282	5800	5646	60.5	Pseudomonas kribbensis	1628086	Terrestrial
GCF_003367705.1	3.568138	3390	3321	68.5	Microbacterium foliorum	104336	Plants
GCF_003368325.1	8.324638	7404	7201	62.0	Paraburkholderia caffeinilytica	1761016	Terrestrial
GCF_003574835.2	5.506152	4901	4764	71.0	Thermobifida halotolerans	483545	Aquatic
GCF_003590145.2	4.094723	3848	3745	64.0	Pseudooceanicola algae	1537215	Algae
GCF_003614435.1	7.224251	6532	6363	67.0	Mycobacterium paragordonae	1389713	Mammals: Human
GCF_003722315.1	2.91128	2899	2701	34.0	Thermoanaerobacter ethanolicus JW 200	509192	Aquatic
GCF_003795145.1	2.732026	2646	2486	37.0	Tetragenococcus koreensis	290335	Terrestrial
GCF_003966975.1	3.519887	3137	3070	50.5	Pelolinea submarina	913107	Aquatic
GCF_003970735.1	4.351658	4400	4292	65.5	Silicimonas algicola	1826607	Aquatic
GCF_004135935.1	3.298588	3244	3170	62.5	Methylovirgula ligni	569860	Plants
GCF_004564075.1	2.919864	2832	2762	71.5	Microbacterium sediminis	904291	Aquatic
GCF_004786035.1	6.704877	5925	5751	60.5	Pseudomonas viciae	2505979	Plants
GCF_005221285.1	2.231882	2263	2086	49.0	Neisseria flavescens	484	Mammals: Human
GCF_005519465.1	8.544086	7012	6810	72.5	Streptomyces clavuligerus	1901	Terrestrial
GCF_006094375.1	2.491058	2368	2232	32.0	Staphylococcus epidermidis	1282	Mammals: Human
GCF_006094395.1	2.572027	2512	2362	33.0	Staphylococcus haemolyticus	1283	Mammals: Human
GCF_006094455.1	3.889903	3738	3591	51.0	Morganella morganii subsp. morganii	180434	Mammals: Human
GCF_006542335.1	2.577002	2383	2220	52.0	Neokomagataea tanensis	661191	Plants
GCF_006716135.1	7.766581	6642	6452	72.5	Streptomyces calvus	67282	Terrestrial
GCF_008151785.1	2.521899	2360	2224	31.5	Peptacetobacter hiranonis	89152	Mammals: Human
GCF_008329645.1	5.681602	5474	5357	70.5	Mycolicibacterium grossiae	1552759	Mammals: Human
GCF_008639165.1	8.223505	7441	7276	72.5	Streptomyces venezuelae ATCC 10712	953739	Terrestrial
GCF_008704995.1	7.772587	6895	6618	71.0	Streptomyces nodosus	40318	Terrestrial
GCF_008807375.1	6.056953	5581	5440	64.0	Metapseudomonas lalkuanensis	2604832	Terrestrial
GCF_008824185.1	4.409379	4384	4188	67.5	Paracoccus pantotrophus	82367	Wastewater
GCF_008838325.1	2.746948	2758	2692	70.0	Tepidiforma bonchosmolovskayae	2601677	Aquatic
GCF_008931805.1	4.760425	4303	4067	40.5	Moritella marina ATCC 15381	1202962	Aquatic
GCF_008932245.1	6.128433	5819	5558	62.0	Sinorhizobium alkalisoli	1752398	Plants
