accession	genome_size_mb	genes_total_num	genes_protein_num	gc_percent	organism_taxId	organism_name	environment	gene_density
GCF_003049785.1	4.997541	4468	4290	56.5	204038	Dickeya dadantii		894.04
GCF_003096095.1	3.904836	3652	3570	69.5	139021	Dietzia psychralcaliphila		935.25
GCF_003096175.1	5.695241	5188	5007	29.5	332101	Clostridium drakei	Aquatic	910.94
GCF_003143515.1	5.844653	5358	5113	65.5	945844	Massilia oculi		916.74
GCF_003149495.1	8.998893	7479	7225	67.5	114	Gemmata obscuriglobus	Aquatic	831.1
GCF_003194085.1	1.748063	1770	1713	54.5	1987356	Aurantimicrobium photophilum	Aquatic	1012.55
GCF_003258315.1	5.045683	3796	3697	61.0	1548548	Bradymonas sediminis	Aquatic	752.33
GCF_003261575.2	6.300829	5950	5710	53.5	2153354	Klebsiella huaxiensis	Mammals: Human	944.32
GCF_003290385.1	2.318657	2221	2092	41.0	715	Actinobacillus pleuropneumoniae		957.88
GCF_003344925.1	2.970356	2695	2627	35.0	1784713	Flavobacterium arcticum	Aquatic	907.3
GCF_003355475.1	3.720646	3351	3257	73.0	556288	Brachybacterium saurashtrense	Plants	900.65
GCF_003367075.2	3.757845	3415	3261	40.0	2108055	Cylindrospermopsis raciborskii Cr2010	Aquatic	908.77
GCF_003444775.1	4.15729	4055	3967	70.0	317577	Deinococcus ficus	Mammals	975.4
GCF_003534205.1	3.406292	3264	3154	41.5	1006155	Listeria weihenstephanensis	Aquatic	958.23
GCF_003544835.1	1.969846	2054	1985	27.5	1032239	Aliarcobacter skirrowii CCUG 10374	Mammals	1042.72
GCF_003544855.1	2.917098	2848	2758	27.0	505249	Malaciobacter marinus		976.31
GCF_003584685.1	1.937632	1883	1751	35.0	2107999	Lactobacillus paragasseri		971.8
GCF_003589745.1	2.810441	2629	2510	35.0	617123	Lachnoanaerobaculum umeaense	Mammals: Human	935.44
GCF_003606265.1	3.404718	3247	3059	28.0	1504	Clostridium septicum	Mammals: Human	953.68
GCF_003606365.2	2.714973	2547	2428	36.5	2304606	Companilactobacillus zhachilii	Food production	938.13
GCF_003628755.1	2.969292	2894	2802	51.5	626937	Christensenella minuta	Mammals: Human	974.64
GCF_003641185.1	3.671373	3357	3213	46.5	1589	Lactiplantibacillus pentosus		914.37
GCF_003660105.1	2.10834	2158	2087	27.5	1032070	Aliarcobacter cryaerophilus ATCC 43158	Mammals	1023.55
GCF_003711105.1	8.287152	7314	7130	72.5	457423	Actinoplanes teichomyceticus ATCC 31121	Terrestrial	882.57
GCF_003719195.1	5.617593	5050	4943	61.5	80842	Herbaspirillum rubrisubalbicans	Plants	898.96
GCF_003722335.1	5.659202	5256	5098	69.5	1679497	Caulobacter flavus	Plants	928.75
GCF_003815915.1	4.253895	3957	3842	34.5	254	Chryseobacterium indoltheticum	Aquatic	930.21
GCF_003860345.1	4.358096	4129	4007	61.0	1219035	Caenibius tardaugens NBRC 16725	Wastewater	947.43
GCF_003860565.1	2.759562	2544	2474	33.0	237258	Cloacibacterium normanense	Aquatic	921.89
GCF_003966655.1	2.921399	3039	2888	58.5	1232575	Acidithiobacillus ferridurans	Terrestrial	1040.26
GCF_004101845.1	1.916521	1992	1839	42.0	1293592	Latilactobacillus curvatus JCM 1096 = DSM 20019	Food production	1039.38
GCF_004114975.1	8.437991	8056	7765	63.5	1325090	Bradyrhizobium guangdongense		954.73
GCF_004117055.1	5.374818	5349	5030	53.5	51101	Brevibacillus agri		995.2
GCF_004124315.2	4.125766	4224	3993	44.0	2487276	Bacillus cabrialesii	Plants	1023.81
GCF_004135405.1	3.683091	3502	3298	70.5	2509455	Agromyces protaetiae	Arthropoda: Insects	950.83
GCF_004154955.1	3.224506	3253	3155	59.5	1297617	Intestinimonas butyriciproducens	Mammals	1008.84
GCF_004295125.1	3.65804	3771	3591	46.0	411468	[Clostridium] scindens ATCC 35704	Mammals: Human	1030.88
GCF_004353845.1	5.370228	5146	4960	52.0	2546350	Citrobacter arsenatis		958.25
GCF_004359375.1	1.61643	1604	1505	39.5	1720083	Acetilactobacillus jinshanensis	Food production	992.31
GCF_004803795.1	2.571679	2509	2373	44.5	203	Campylobacter rectus	Mammals: Human	975.63
GCF_004803815.1	2.097887	2091	2009	45.5	204	Campylobacter showae	Mammals: Human	996.72
GCF_005952805.1	4.084412	3842	3753	66.0	392593	Inhella inkyongensis	Aquatic	940.65
GCF_006459125.1	3.016922	3010	2937	30.0	877500	Halarcobacter anaerophilus	Aquatic	997.71
GCF_006704205.1	5.207802	5335	5039	37.5	1637975	Cytobacillus solani		1024.42
GCF_006711645.1	5.785203	5602	5308	55.0	1259973	Klebsiella electrica	Bioreactor	968.33
GCF_006739385.1	2.494738	2443	2323	60.0	1734925	Cutibacterium acnes subsp. acnes	Mammals: Human	979.26
GCF_007970465.1	3.173955	2894	2788	69.5	863239	Corynebacterium nuruki S6-4	Food production	911.8
GCF_007990545.2	2.337418	2177	2087	29.5	157687	Leptotrichia wadei		931.37
GCF_007995155.1	4.916069	4682	4475	37.0	1742359	Cytobacillus dafuensis	Terrestrial	952.39
GCF_008245005.1	1.753386	1833	1732	29.5	32024	Campylobacter sputorum subsp. sputorum		1045.41
GCF_008245025.1	1.488515	1541	1462	30.0	488545	Campylobacter lari subsp. concheus		1035.26
GCF_008298035.1	7.816689	5909	5810	50.5	122	Gimesia maris	Aquatic	755.95
GCF_008705175.1	5.940808	5296	5098	30.0	223919	Clostridium diolis	Terrestrial	891.46
GCF_008801925.2	8.94261	8207	7919	65.0	68895	Cupriavidus basilensis	Biotransformation	917.74
GCF_008932115.1	7.419402	7138	6903	64.5	244734	Bradyrhizobium betae		962.07
GCF_009035845.1	3.999136	3833	3683	39.0	470	Acinetobacter baumannii		958.46
GCF_009176645.1	4.476585	4273	4098	54.5	2478464	Enterobacter oligotrophicus		954.52
GCF_009662475.1	3.415726	3618	3474	53.0	637390	Acidithiobacillus thiooxidans ATCC 19377	Terrestrial	1059.22
GCF_009831375.1	3.549191	3563	3421	43.0	411470	Mediterraneibacter gnavus ATCC 29149	Mammals: Human	1003.89
GCF_010508875.1	3.985392	3986	3841	61.0	292800	Flavonifractor plautii		1000.15
GCF_010509075.1	2.455328	2194	2101	60.5	411903	Collinsella aerofaciens ATCC 25986	Mammals: Human	893.57
GCF_010509575.1	3.102523	3009	2876	56.5	411483	Faecalibacterium duncaniae	Mammals: Human	969.86
GCF_010669205.1	6.197116	5818	5616	45.5	1121114	Blautia producta ATCC 27340 = DSM 2950	Mammals: Human	938.82
GCF_010669225.1	2.568766	2587	2494	31.5	437897	Megamonas funiformis		1007.1
GCF_010977555.1	5.96391	5487	5326	68.5	2010972	Caulobacter rhizosphaerae	Plants	920.03
GCF_011067105.1	3.505947	3367	3266	66.0	1288484	Deinococcus wulumuqiensis R12	Terrestrial	960.37
GCF_012317185.1	4.718906	4626	4494	43.5	1522	[Clostridium] innocuum	Mammals: Human	980.31
GCF_013170785.1	7.201057	7138	6913	63.0	1777867	Mesorhizobium jarvisii	Built environment	991.24
GCF_013201625.1	2.276457	2289	2212	26.5	1355374	Aliarcobacter lanthieri	Solid waste	1005.51
GCF_013267395.1	6.73687	6285	6182	67.5	32002	Achromobacter denitrificans		932.93
GCF_013267415.1	2.046826	1899	1818	47.0	46125	Abiotrophia defectiva		927.78
GCF_013340845.1	2.491293	2365	2307	44.0	28885	Hydrogenovibrio marinus	Aquatic	949.31
GCF_013372125.1	1.974918	1982	1895	44.5	200	Campylobacter curvus		1003.59
GCF_013372165.1	1.808149	1892	1805	33.5	91353	Campylobacter hyointestinalis subsp. lawsonii		1046.37
GCF_013372225.1	1.820334	1851	1775	29.0	827	Campylobacter ureolyticus	Mammals: Human	1016.85
GCF_013377235.1	2.139787	2015	1917	40.5	85404	Mannheimia varigena		941.68
GCF_014058425.1	2.497143	2441	2349	35.5	2714036	Companilactobacillus pabuli	Food production	977.52
GCF_014131755.1	6.304193	4890	4718	43.0	818	Bacteroides thetaiotaomicron	Mammals: Human	775.67
GCF_014131795.1	4.705596	4338	4178	28.5	1492	Clostridium butyricum		921.88
GCF_014218335.1	5.430627	4547	4435	36.5	433286	Anaerocolumna cellulosilytica	Lab culture	837.29
GCF_014779555.2	6.239188	5184	5074	67.0	435897	Lysobacter capsici	Plants	830.88
GCF_014898175.1	2.965103	2396	2288	62.5	1603886	Bifidobacterium lemurum	Unclassified	808.07
GCF_015291705.1	9.865973	9393	9161	63.5	858423	Bradyrhizobium arachidis	Plants	952.06
GCF_015476235.1	3.858501	3672	3588	70.5	215580	Caldimonas thermodepolymerans	Wastewater	951.66
GCF_016026395.1	3.817113	3542	3342	57.0	93378	Edwardsiella hoshinae		927.93
GCF_016026575.1	1.447017	1205	1146	42.5	82135	Fannyhessea vaginae	Mammals: Human	832.75
GCF_016026595.1	3.866591	3523	3439	68.0	33889	Brevibacterium casei		911.14
GCF_016026695.1	2.084337	2111	1983	38.5	1363	Lactococcus garvieae		1012.79
GCF_016027375.1	3.355233	3062	2908	28.5	1502	Clostridium perfringens	Mammals	912.6
GCF_016027855.1	4.554875	4275	4097	54.0	565	Atlantibacter hermannii	Plants	938.55
GCF_016028795.1	2.170973	2319	2213	36.5	69966	Macrococcoides caseolyticum		1068.18
GCF_016110345.1	2.305339	2316	2252	54.0	1751046	Fluviibacter phosphoraccumulans		1004.62
GCF_016127195.1	4.551079	4261	4077	59.0	650	Aeromonas jandaei	Mammals: Human	936.26
GCF_016127215.1	2.141704	2049	1948	39.5	729	Haemophilus parainfluenzae		956.71
GCF_016127255.1	2.114657	2134	2033	39.0	33968	Leuconostoc pseudomesenteroides		1009.15
GCF_016127475.1	1.893964	1797	1716	29.0	33037	Anaerococcus vaginalis	Mammals: Human	948.8
GCF_016127955.1	3.190396	2675	2588	68.5	544580	Actinomyces oris	Mammals: Human	838.45
GCF_016728365.1	2.451854	2333	2221	59.5	38304	Corynebacterium tuberculostearicum	Mammals: Human	951.52
GCF_016728665.1	2.480127	2237	2131	56.5	43769	Corynebacterium propinquum		901.97
GCF_016889385.1	2.093459	2051	1914	40.5	735	Haemophilus parahaemolyticus		979.72
GCF_016889425.1	2.474943	2175	2077	58.5	43765	Corynebacterium amycolatum	Mammals: Human	878.81
GCF_016889465.1	2.493537	2434	2250	57.0	38290	Corynebacterium macginleyi	Mammals: Human	976.12
GCF_016894385.1	6.69475	6095	5931	67.0	96344	Cupriavidus oxalaticus	Wastewater	910.41
GCF_017161425.1	3.424851	3383	3301	68.0	2029849	Marinicauda algicola	Aquatic	987.78
GCF_017348915.1	4.395246	4294	4086	55.0	2815358	Leclercia pneumoniae	Mammals: Human	976.96
GCF_017488845.2	8.094229	7737	7357	61.0	555315	Ensifer canadensis	Fungi	955.87
GCF_017894365.1	4.376837	4145	4020	65.5	76115	Aromatoleum bremense	Aquatic	947.03
GCF_017894385.1	5.407396	4937	4832	65.5	76116	Aromatoleum petrolei	Aquatic	913.01
GCF_018223745.1	5.950247	5343	5118	30.0	1520	Clostridium beijerinckii	Plants	897.95
GCF_018314255.1	2.537205	2462	2343	44.5	1581	Lentilactobacillus buchneri		970.36
GCF_018736045.1	7.433553	5701	5563	34.5	367791	Flammeovirga yaeyamensis		766.93
GCF_018736065.1	6.968008	5394	5251	32.0	373891	Flammeovirga kamogawensis		774.11
GCF_018798885.1	4.677627	4526	4412	64.0	2840474	Gemmobacter fulvus	Microbial	967.58
GCF_019047465.1	4.505532	4301	4115	53.0	61646	Lelliottia amnigena	Invertebrates	954.6
GCF_019047765.1	5.021319	4876	4653	52.0	1563222	Citrobacter pasteurii	Mammals: Human	971.06
GCF_019047805.1	2.881812	2570	2473	69.0	134034	Corynebacterium freneyi		891.8
GCF_019048065.1	4.964815	4742	4581	53.5	67824	Citrobacter farmeri	Mammals: Human	955.12
GCF_019048125.1	5.281764	5036	4821	55.0	548	Klebsiella aerogenes	Mammals: Human	953.47
GCF_019048165.1	2.510261	2426	2323	61.5	53374	Corynebacterium coyleae	Mammals: Human	966.43
GCF_019048245.1	4.91593	4788	4591	55.0	158836	Enterobacter hormaechei	Mammals: Human	973.98
GCF_019343455.1	3.774827	3450	3347	57.0	2582914	Alcaligenes ammonioxydans	Mammals	913.95
GCF_019915265.1	3.806094	3821	3425	35.5	2672567	Bacillus aquiflavi	Aquatic	1003.92
GCF_019930665.1	5.678582	4359	4198	40.5	291645	Bacteroides nordii	Mammals: Human	767.62
GCF_019930785.1	6.195642	5649	5468	67.0	152500	Burkholderia dolosa		911.77
GCF_019931005.1	1.96542	1946	1843	38.0	46124	Granulicatella adiacens	Mammals: Human	990.12
GCF_019931045.1	6.483357	5999	5840	64.0	82633	Cupriavidus pauculus	Mammals: Human	925.29
GCF_020097295.1	4.3924	4045	3861	60.0	29489	Aeromonas enteropelogenes	Mammals: Human	920.91
GCF_020097475.1	4.645928	4475	4277	50.0	564	Escherichia fergusonii	Mammals: Human	963.21
GCF_020099175.1	5.498848	5291	5069	58.0	1463165	Klebsiella quasipneumoniae	Mammals: Human	962.2
GCF_020099335.1	5.071999	4879	4685	53.5	35703	Citrobacter amalonaticus	Mammals: Human	961.95
GCF_020525545.1	5.521194	5337	5117	57.5	2590157	Klebsiella variicola subsp. variicola	Mammals: Human	966.64
GCF_020546685.1	3.279598	3208	3121	66.5	243230	Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539	Food production	978.17
GCF_020735925.1	4.775567	4518	4223	68.0	519	Bordetella parapertussis		946.07
GCF_020735985.1	3.68812	3583	3240	62.5	35814	Bordetella holmesii		971.5
GCF_020736045.1	1.890662	1889	1756	38.0	727	Haemophilus influenzae	Mammals: Human	999.12
GCF_021044685.1	7.998085	7604	7311	63.5	993502	Bradyrhizobium daqingense		950.73
GCF_021216655.1	3.377556	3216	3138	72.5	28447	Clavibacter michiganensis		952.17
GCF_021278985.1	5.381137	5182	4799	54.5	1218085	Citrobacter rodentium NBRC 105723 = DSM 16636	Mammals	962.99
GCF_021495345.1	5.291095	4983	4868	64.5	2493633	Ectopseudomonas hydrolytica	Terrestrial	941.77
GCF_022453685.1	3.451485	3383	3239	41.5	39491	Agathobacter rectalis		980.16
GCF_022674245.1	4.346939	4367	4093	52.0	1450	Alicyclobacillus acidoterrestris		1004.61
GCF_023278185.1	9.518205	9036	8688	63.5	398525	Bradyrhizobium elkanii USDA 76	Plants	949.34
GCF_023520795.1	2.465625	2337	2216	59.5	38284	Corynebacterium accolens	Mammals: Human	947.83
GCF_024397795.1	2.038712	1929	1815	35.5	151781	Lactobacillus intestinalis		946.19
GCF_024734075.1	5.388218	4899	4776	67.0	2665643	Gordonia mangrovi	Terrestrial	909.21
GCF_025144995.1	2.857445	2367	2293	55.0	742725	Alistipes indistinctus YIT 12060	Mammals: Human	828.36
GCF_025146565.1	4.206509	3469	3354	44.5	28111	Bacteroides eggerthii		824.67
GCF_025147765.1	3.649956	3504	3351	41.5	411459	Blautia obeum ATCC 29174	Mammals: Human	960.01
GCF_025148125.1	4.685728	4454	4204	41.5	1121115	Blautia wexlerae DSM 19850	Mammals: Human	950.55
GCF_025148965.1	3.006269	2790	2657	29.0	261299	Intestinibacter bartlettii	Mammals: Human	928.06
GCF_025149285.1	6.931886	6342	6172	48.0	154046	Hungatella hathewayi	Mammals: Human	914.9
GCF_025149785.1	3.373066	3297	3143	42.5	470146	Coprococcus comes ATCC 27758	Mammals: Human	977.45
GCF_025150085.1	2.919963	2810	2675	41.5	88431	Dorea longicatena		962.34
GCF_025150245.1	3.188304	3120	2988	41.0	39486	Dorea formicigenerans		978.58
GCF_025264705.1	11.523879	10346	10094	73.0	35754	Dactylosporangium aurantiacum	Terrestrial	897.79
GCF_025998455.1	1.696601	1629	1506	38.5	210	Helicobacter pylori	Mammals: Human	960.16
GCF_026427595.1	4.226946	3749	3665	44.0	1632866	Alkalimarinus sediminis	Aquatic	886.93
GCF_026651875.1	6.035649	5937	5517	51.0	392011	Alicyclobacillus fastidiosus	Food production	983.66
GCF_028532485.1	4.576919	4350	4267	75.0	467976	Iamia majanohamensis	Invertebrates	950.42
GCF_028596125.1	2.887185	2898	2775	37.5	1642	Listeria innocua	Mammals	1003.75
GCF_028609845.1	2.329978	2105	2020	65.0	2055947	Corynebacterium heidelbergense	Birds	903.44
GCF_028609865.1	2.567696	2462	2336	67.0	1414719	Corynebacterium jeddahense	Mammals: Human	958.84
GCF_028609885.1	2.52484	2268	2155	61.5	38289	Corynebacterium jeikeium	Mammals: Human	898.27
GCF_028743495.1	2.700297	2780	2675	39.5	570278	Allobacillus halotolerans		1029.52
GCF_028751035.1	1.700841	1736	1659	35.5	556267	Helicobacter winghamensis ATCC BAA-430	Mammals: Human	1020.67
GCF_028751525.1	3.617228	3459	3325	58.5	1457	Alicyclobacillus cycloheptanicus		956.26
GCF_028877475.1	4.698732	4740	4532	37.5	2998077	Lysinibacillus irui	Food production	1008.78
GCF_029094545.1	4.239319	4392	4232	40.0	79885	Alkalihalophilus pseudofirmus	Terrestrial	1036.02
GCF_030296935.1	3.444538	2738	2613	38.5	1099853	Coprobacter fastidiosus	Mammals: Human	794.88
GCF_030297255.1	7.081111	6299	6095	68.0	28450	Burkholderia pseudomallei		889.55
GCF_030406665.1	3.563217	3364	3265	68.0	29573	Halomonas halophila	Terrestrial	944.09
GCF_030408375.1	2.353801	2252	2161	65.0	144184	Corynebacterium afermentans subsp. lipophilum	Mammals: Human	956.75
GCF_030408395.1	2.524396	2249	2144	61.0	1190508	Corynebacterium aquatimens		890.91
GCF_030408415.1	2.28444	2234	2102	64.0	1161099	Corynebacterium appendicis CIP 107643	Mammals: Human	977.92
GCF_030408435.1	2.599172	2205	2101	58.5	99807	Corynebacterium auriscanis		848.35
GCF_030408675.1	2.786863	2587	2494	57.0	61592	Corynebacterium durum	Mammals: Human	928.28
GCF_030408755.1	3.236025	2732	2630	54.0	131318	Corynebacterium felinum		844.25
GCF_030440595.1	2.866769	2615	2506	59.0	1121361	Corynebacterium glucuronolyticum DSM 44120	Mammals: Human	912.18
GCF_030770335.1	3.046355	2835	2722	48.0	3068307	Lacticaseibacillus zeae subsp. silagei		930.62
GCF_032878895.1	4.851713	4006	3886	43.0	1472416	Butyricimonas faecihominis	Mammals: Human	825.69
GCF_033096465.1	3.741599	3496	3314	43.0	89014	Blautia luti		934.36
GCF_033956065.1	5.834748	5295	4964	68.5	13373	Burkholderia mallei		907.49
GCF_034298135.1	1.978847	1917	1763	34.5	1579	Lactobacillus acidophilus		968.75
GCF_034356035.1	3.597785	3461	3345	45.0	476272	Blautia hydrogenotrophica DSM 10507	Mammals: Human	961.98
GCF_034424315.1	8.421768	6695	6588	44.0	1004	Chitinophaga sancti	Terrestrial	794.96
GCF_034424645.1	3.721798	3459	3339	61.5	521	Bordetella avium	Birds	929.39
GCF_034478925.1	4.227253	4384	4174	46.0	1402	Bacillus licheniformis	Terrestrial	1037.08
GCF_034479555.1	3.595165	3355	3249	61.0	141389	Chromohalobacter canadensis		933.2
GCF_036323495.1	3.536915	3228	3173	53.0	131080	Limnobacter thiooxidans	Aquatic	912.66
GCF_037113525.1	4.934347	4215	4117	39.5	831	Butyrivibrio fibrisolvens		854.22
GCF_040267515.1	7.267296	6661	6489	66.0	558537	Delftia lacustris	Aquatic	916.57
GCF_041222865.1	4.554702	4329	4137	57.5	413502	Cronobacter turicensis		950.45
GCF_042926695.1	2.550855	2494	2371	39.0	53417	Lonepinella koalarum	Mammals	977.71
GCF_044361425.1	4.709701	3828	3675	46.5	820	Bacteroides uniformis		812.79
GCF_047130825.1	10.486389	9770	9519	72.0	1993	Actinomadura madurae		931.68
GCF_900187045.1	2.62782	2343	2259	59.5	1863	Dermatophilus congolensis		891.61
GCF_900187105.1	2.192577	2225	2114	55.5	539	Eikenella corrodens		1014.79
GCF_900187165.1	2.435419	2448	2304	28.5	1494	Clostridium cochlearium		1005.17
GCF_900187235.1	2.377532	2075	1979	64.0	43771	Corynebacterium urealyticum		872.75
GCF_900187295.1	3.011567	2848	2733	57.0	35757	Corynebacterium cystitidis		945.69
GCF_900324475.1	4.717613	4498	4306	56.0	881260	Enterobacter bugandensis	Plants	953.45
GCF_900474605.1	2.421598	2458	2303	36.5	44008	Enterococcus cecorum		1015.03
GCF_900474615.1	2.811859	2796	2698	32.5	1296	Mammaliicoccus sciuri	Mammals: Human	994.36
GCF_900475375.1	3.874791	3489	3411	36.5	238	Elizabethkingia meningoseptica		900.44
GCF_900475625.1	2.494328	2471	2372	46.0	1580	Levilactobacillus brevis		990.65
GCF_900475905.1	2.006553	2133	2003	46.5	504	Kingella kingae		1063.02
GCF_900475915.1	1.98885	1865	1777	53.0	28264	Arcanobacterium haemolyticum		937.73
GCF_900476005.1	4.58614	4254	4057	61.5	648	Aeromonas caviae	Mammals	927.58
GCF_900478035.1	2.335089	2205	2125	59.0	1724	Corynebacterium renale	Mammals	944.29
GCF_900478045.1	2.69597	2505	2406	60.0	38301	Corynebacterium minutissimum	Mammals: Human	929.16
GCF_900635955.1	4.778444	4613	4317	55.0	158823	Cedecea lapagei	Mammals: Human	965.38
GCF_900636915.1	2.337153	2241	2108	42.5	985008	Aggregatibacter aphrophilus ATCC 33389	Mammals: Human	958.86
GCF_900636985.1	5.857964	5475	5281	55.0	571	Klebsiella oxytoca	Mammals: Human	934.63
GCF_900637055.1	6.726998	6535	6286	47.5	1393	Brevibacillus brevis		971.46
GCF_900637265.1	6.472476	5955	5863	65.0	217204	Achromobacter insolitus		920.05
GCF_900637545.1	4.542521	4231	4029	62.0	73010	Aeromonas encheleia		931.42
GCF_900637555.1	3.17201	2606	2508	65.5	47671	Lautropia mirabilis		821.56
GCF_900637615.1	5.033537	4827	4720	67.0	103855	Bordetella hinzii		958.97
GCF_900637635.1	3.133723	2880	2794	41.5	456	Legionella jordanis	Aquatic	919.03
GCF_900637725.1	3.402349	3075	2978	66.0	1750	Arachnia propionica		903.79
GCF_900637895.1	3.13722	2883	2815	36.0	266748	Kaistella antarctica	Terrestrial	918.97
GCF_900638015.1	2.751104	2747	2633	41.5	1641	Listeria grayi	Plants	998.51
GCF_900638245.1	3.288745	3050	2992	35.0	266749	Kaistella jeonii		927.41
GCF_900660615.1	1.278574	1039	993	24.5	2116	Malacoplasma iowae	Unclassified	812.62
GCF_963243745.1	2.783705	2577	2479	53.5	267363	Levilactobacillus zymae		925.74
GCF_000006945.2	4.951383	4717	4554	52.0	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Mammals: Human	952.66
GCF_000007805.1	6.53826	5933	5610	58.5	223283	Pseudomonas syringae pv. tomato str. DC3000	Plants	907.43
GCF_000008185.1	2.843201	2630	2545	38.0	243275	Treponema denticola ATCC 35405	Mammals: Human	925.01
GCF_000009265.1	7.751309	7503	7201	61.0	216596	Rhizobium johnstonii 3841	Plants	967.97
GCF_000009765.2	9.119895	8044	7677	70.5	227882	Streptomyces avermitilis MA-4680 = NBRC 14893	Terrestrial	882.03
GCF_000009985.1	4.967148	4763	4636	65.0	342108	Paramagnetospirillum magneticum AMB-1	Aquatic	958.9
GCF_000010125.1	2.577899	2545	2390	33.0	342451	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292	Mammals: Human	987.24
GCF_000010505.1	2.354886	2097	1943	48.5	431947	Porphyromonas gingivalis ATCC 33277	Mammals: Human	890.49
GCF_000010665.1	5.31562	4716	4611	62.5	573370	Solidesulfovibrio magneticus RS-1	Aquatic	887.2
